"","SubjectID","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","n"
"320","Subject156","typesuicide",522.5,103.090869007528,728.681738015056,316.318261984944,0,0,12
"321","Subject157","typenegative",473.333333333333,63.6386579672984,600.61064926793,346.056017398737,0,0,12
"322","Subject157","typeneutral",466.083333333333,47.3141499752324,560.711633283798,371.455033382868,0,0,12
"323","Subject157","typepositive",488.25,41.6350486096422,571.520097219284,404.979902780716,0,0,12
"324","Subject157","typesuicide",529.083333333333,123.958540234103,777.000413801539,281.166252865128,0,0,12
"325","Subject158","typenegative",748.5,277.465640788516,1303.43128157703,193.568718422968,1,0,12
"326","Subject158","typeneutral",557.833333333333,154.66023366977,867.153800672874,248.512865993793,1,0,12
"327","Subject158","typepositive",618.833333333333,146.426421692593,911.686176718519,325.980489948148,0,0,12
"328","Subject158","typesuicide",665.75,220.729009091568,1107.20801818314,224.291981816864,1,0,12
"329","Subject159","typenegative",456.083333333333,55.733877951522,567.551089236377,344.615577430289,1,0,12
"330","Subject159","typeneutral",433.666666666667,58.624123693134,550.914914052935,316.418419280399,1,0,12
"331","Subject159","typepositive",476.5,100.33353468217,677.16706936434,275.83293063566,1,0,12
"332","Subject159","typesuicide",460.916666666667,93.344385168173,647.605437003013,274.227896330321,1,0,12
"333","Subject16","typenegative",662.25,112.306500257109,886.863000514218,437.636999485782,0,0,12
"334","Subject16","typeneutral",588.25,105.581614274112,799.413228548223,377.086771451777,0,0,12
"335","Subject16","typepositive",612,144.057438039643,900.114876079285,323.885123920715,0,0,12
"336","Subject16","typesuicide",645.75,129.730577456792,905.211154913584,386.288845086416,1,0,12
"337","Subject160","typenegative",1049.58333333333,154.056340540096,1357.69601441353,741.470652253141,0,0,12
"338","Subject160","typeneutral",948.916666666667,377.898124398948,1704.71291546456,193.120417868772,0,1,12
"339","Subject160","typepositive",991.583333333333,221.600155207253,1434.78364374784,548.383022918827,0,0,12
"340","Subject160","typesuicide",1084.16666666667,403.501905669339,1891.17047800534,277.162855327989,0,0,12
"341","Subject17","typenegative",367.75,62.6594330125524,493.068866025105,242.431133974895,1,0,12
"342","Subject17","typeneutral",365.666666666667,22.3945339651253,410.455734596917,320.877598736416,0,0,12
"343","Subject17","typepositive",373.083333333333,36.9507247642866,446.984782861906,299.18188380476,1,0,12
"344","Subject17","typesuicide",405.5,132.357298799328,670.214597598656,140.785402401344,1,0,12
"345","Subject181","typenegative",725.75,360.611381104116,1446.97276220823,4.52723779176745,1,1,12
"346","Subject181","typeneutral",660.333333333333,195.479054136397,1051.29144160613,269.375225060538,0,0,12
"347","Subject181","typepositive",738.166666666667,291.51573584015,1321.19813834697,155.135194986366,0,0,12
"348","Subject181","typesuicide",696.333333333333,246.058135530216,1188.44960439376,204.217062272902,0,0,12
"349","Subject182","typenegative",370,39.522145690739,449.044291381478,290.955708618522,1,0,12
"350","Subject182","typeneutral",403.5,76.9822883998178,557.464576799636,249.535423200364,1,0,12
"351","Subject182","typepositive",370.333333333333,34.7571662547539,439.847665842841,300.819000823825,1,0,12
"352","Subject182","typesuicide",374.833333333333,33.8360575108683,442.50544835507,307.161218311597,0,0,12
"353","Subject183","typenegative",540.666666666667,86.4347713421497,713.536209350966,367.797123982367,1,0,12
"354","Subject183","typeneutral",651.416666666667,301.774286010206,1254.96523868708,47.8680946462543,1,0,12
"355","Subject183","typepositive",590.666666666667,95.4580663131326,781.582799292932,399.750534040401,0,0,12
"356","Subject183","typesuicide",568.25,94.19913626317,756.64827252634,379.85172747366,0,0,12
"357","Subject184","typenegative",386.833333333333,90.8833751507275,568.600083634788,205.066583031878,1,0,12
"358","Subject184","typeneutral",337.5,63.1570913027047,463.814182605409,211.185817394591,0,1,12
"359","Subject184","typepositive",352.583333333333,54.4751124715487,461.533558276431,243.633108390236,0,0,12
"360","Subject184","typesuicide",405.75,96.0342031872925,597.818406374585,213.681593625415,0,0,12
"361","Subject186","typenegative",633.166666666667,242.575136750857,1118.31694016838,148.016393164953,1,0,12
"362","Subject186","typeneutral",482.833333333333,112.059913628488,706.95316059031,258.713506076357,0,0,12
"363","Subject186","typepositive",537.166666666667,125.537993765983,788.242654198632,286.090679134702,0,0,12
"364","Subject186","typesuicide",572,191.855532770221,955.711065540443,188.288934459557,1,0,12
"365","Subject187","typenegative",440.25,70.9854338451335,582.220867690267,298.279132309733,0,0,12
"366","Subject187","typeneutral",473.583333333333,173.124473525072,819.832280383477,127.334386283189,1,0,12
"367","Subject187","typepositive",494.833333333333,143.169215414572,781.171764162478,208.494902504188,1,0,12
"368","Subject187","typesuicide",534.583333333333,136.222050233055,807.027433799443,262.139232867223,0,0,12
"369","Subject188","typenegative",476.583333333333,124.657682790865,725.898698915063,227.267967751604,1,0,12
"370","Subject188","typeneutral",413.416666666667,85.0010249492572,583.418716565181,243.414616768152,0,0,12
"371","Subject188","typepositive",431.583333333333,83.7110379746177,599.005409282569,264.161257384098,1,0,12
"372","Subject188","typesuicide",391.333333333333,70.3967113556945,532.126756044722,250.539910621944,1,0,12
"373","Subject189","typenegative",463.583333333333,34.6185928324213,532.820518998176,394.346147668491,0,0,12
"374","Subject189","typeneutral",483,59.720561405143,602.441122810286,363.558877189714,0,0,12
"375","Subject189","typepositive",491.5,72.6016528737466,636.703305747493,346.296694252507,1,0,12
"376","Subject189","typesuicide",446.166666666667,51.7894923237476,549.745651314162,342.587682019171,0,0,12
"377","Subject19","typenegative",444.333333333333,162.199839330339,768.733011994012,119.933654672655,0,1,12
"378","Subject19","typeneutral",390.333333333333,78.3701396443747,547.073612622083,233.593054044584,0,0,12
"379","Subject19","typepositive",479.833333333333,120.878476415804,721.590286164941,238.076380501726,1,0,12
"380","Subject19","typesuicide",398.916666666667,110.620118450762,620.156903568191,177.676429765143,0,1,12
"381","Subject190","typenegative",574.222222222222,53.6767588854287,681.575739993079,466.868704451365,0,0,9
"382","Subject190","typeneutral",628.666666666667,106.876096485603,842.418859637873,414.91447369546,1,0,9
"383","Subject190","typepositive",592.1,70.9670502573006,734.034100514601,450.165899485399,0,0,10
"384","Subject190","typesuicide",612.8,97.4175434805137,807.635086961027,417.964913038973,1,0,10
"385","Subject191","typenegative",595.416666666667,263.126121965505,1121.66891059768,69.1644227356556,0,0,12
"386","Subject191","typeneutral",720.333333333333,226.312066658302,1172.95746664994,267.70920001673,0,0,12
"387","Subject191","typepositive",635.916666666667,284.069600412976,1204.05586749262,67.7774658407145,0,1,12
"388","Subject191","typesuicide",645.083333333333,210.923277017684,1066.9298873687,223.236779297965,0,0,12
"389","Subject192","typenegative",710.916666666667,176.148934057794,1063.21453478225,358.618798551079,0,1,12
"390","Subject192","typeneutral",664.5,281.438674088561,1227.37734817712,101.622651822878,1,0,12
"391","Subject192","typepositive",596,186.37498856777,968.74997713554,223.25002286446,1,0,12
"392","Subject192","typesuicide",610.5,102.904633697242,816.309267394485,404.690732605515,0,0,12
"393","Subject193","typenegative",380.75,58.065989106439,496.881978212878,264.618021787122,0,1,12
"394","Subject193","typeneutral",340.25,59.4568216133661,459.163643226732,221.336356773268,0,0,12
"395","Subject193","typepositive",409.75,91.0765162826391,591.903032565278,227.596967434722,0,0,12
"396","Subject193","typesuicide",365.5,47.0174049011253,459.534809802251,271.465190197749,0,0,12
"397","Subject194","typenegative",473.5,56.1790967272607,585.858193454521,361.141806545479,0,0,12
"398","Subject194","typeneutral",458.083333333333,108.778723131229,675.640779595792,240.525887070875,1,0,12
"399","Subject194","typepositive",520.916666666667,166.913945347641,854.744557361948,187.088775971385,1,0,12
"400","Subject194","typesuicide",439.25,55.4733760875021,550.196752175004,328.303247824996,0,0,12
"401","Subject195","typenegative",582.416666666667,105.80553202012,794.027730706906,370.805602626427,1,0,12
"402","Subject195","typeneutral",536.416666666667,81.9128787002978,700.242424067262,372.590909266071,1,0,12
"403","Subject195","typepositive",604.666666666667,196.555027378795,997.776721424256,211.556611909077,1,0,12
"404","Subject195","typesuicide",612.083333333333,221.368248660804,1054.81983065494,169.346836011726,1,0,12
"405","Subject196","typenegative",884.75,356.073824061554,1596.89764812311,172.602351876893,1,0,12
"406","Subject196","typeneutral",919.333333333333,327.115307257891,1573.56394784911,265.102718817552,0,0,12
"407","Subject196","typepositive",853,466.341271836604,1785.68254367321,-79.6825436732089,1,0,12
"408","Subject196","typesuicide",1028.75,424.477031180722,1877.70406236144,179.795937638555,0,0,12
"409","Subject197","typenegative",442.666666666667,60.1744937408675,563.015654148402,322.317679184932,1,0,12
"410","Subject197","typeneutral",535.333333333333,144.703667939522,824.740669212378,245.925997454289,1,0,12
"411","Subject197","typepositive",557.833333333333,187.880442319206,933.594217971746,182.072448694921,1,0,12
"412","Subject197","typesuicide",537.583333333333,120.995460721266,779.574254775866,295.592411890801,1,0,12
"413","Subject198","typenegative",448.583333333333,77.8570465466659,604.297426426665,292.869240240002,0,0,12
"414","Subject198","typeneutral",460.583333333333,67.266712466573,595.116758266479,326.049908400187,0,0,12
"415","Subject198","typepositive",488.75,123.798314719033,736.346629438066,241.153370561934,1,0,12
"416","Subject198","typesuicide",451.166666666667,136.86212925511,724.890925176887,177.442408156447,1,0,12
"417","Subject199","typenegative",432.75,48.7276755410759,530.205351082152,335.294648917848,1,0,12
"418","Subject199","typeneutral",391.833333333333,52.7012736318985,497.23588059713,286.430786069536,1,0,12
"419","Subject199","typepositive",414.916666666667,104.031864291085,622.980395248837,206.852938084496,1,0,12
"420","Subject199","typesuicide",433.333333333333,106.523009322641,646.379351978616,220.287314688051,1,0,12
"421","Subject2","typenegative",508.75,79.2947608036564,667.339521607313,350.160478392687,1,0,12
"422","Subject2","typeneutral",483.25,76.9901115256191,637.230223051238,329.269776948762,0,0,12
"423","Subject2","typepositive",522.833333333333,122.760545433586,768.354424200505,277.312242466161,1,0,12
"424","Subject2","typesuicide",450.583333333333,73.1989298646731,596.981193062679,304.185473603987,1,0,12
"425","Subject20","typenegative",649.916666666667,169.494144888592,988.904956443851,310.928376889482,0,0,12
"426","Subject20","typeneutral",638.75,148.372458238166,935.494916476332,342.005083523668,0,0,12
"427","Subject20","typepositive",722.916666666667,354.867057907435,1432.65078248154,13.1825508517967,1,0,12
"428","Subject20","typesuicide",661.833333333333,128.33112945766,918.495592248654,405.171074418013,0,0,12
"429","Subject200","typenegative",632.333333333333,166.123356867629,964.580047068592,300.086619598075,0,0,12
"430","Subject200","typeneutral",639.833333333333,241.474950077956,1122.78323348925,156.883433177421,1,0,12
"431","Subject200","typepositive",662,145.160099701862,952.320199403724,371.679800596276,1,0,12
"432","Subject200","typesuicide",566.75,111.161737203868,789.073474407736,344.426525592264,0,0,12
"433","Subject201","typenegative",530.75,137.83595321976,806.421906439521,255.078093560479,1,0,12
"434","Subject201","typeneutral",606.916666666667,245.313698366114,1097.54406339889,116.289269934439,1,0,12
"435","Subject201","typepositive",608.333333333333,368.811194203344,1345.95572174002,-129.289055073355,1,0,12
"436","Subject201","typesuicide",595.666666666667,233.816296707609,1063.29926008188,128.034073251449,1,0,12
"437","Subject202","typenegative",469.583333333333,119.215967763119,708.015268859571,231.151397807096,1,0,12
"438","Subject202","typeneutral",431.416666666667,53.742582292956,538.901831252579,323.931502080755,0,0,12
"439","Subject202","typepositive",425.916666666667,33.5923647529758,493.101396172618,358.731937160715,1,1,12
"440","Subject202","typesuicide",451.666666666667,77.6487819178983,606.964230502463,296.36910283087,1,0,12
"441","Subject203","typenegative",652.75,308.913970077578,1270.57794015516,34.9220598448435,1,0,12
"442","Subject203","typeneutral",673.166666666667,388.879470304415,1450.9256072755,-104.592273942164,1,0,12
"443","Subject203","typepositive",569,394.188003138327,1357.37600627665,-219.376006276654,1,0,12
"444","Subject203","typesuicide",553.083333333333,271.690485105698,1096.46430354473,9.70236312193663,1,0,12
"445","Subject204","typenegative",353.083333333333,60.4700652213869,474.023463776107,232.143202890559,1,0,12
"446","Subject204","typeneutral",332.333333333333,70.9370185873399,474.207370508013,190.459296158654,1,0,12
"447","Subject204","typepositive",322.333333333333,38.4077012479466,399.148735829226,245.51793083744,0,0,12
"448","Subject204","typesuicide",421.75,129.661885477015,681.07377095403,162.42622904597,1,0,12
"449","Subject205","typenegative",527.25,101.952863440103,731.155726880207,323.344273119793,0,0,12
"450","Subject205","typeneutral",526.083333333333,263.194521334708,1052.47237600275,-0.3057093360826,1,0,12
"451","Subject205","typepositive",501.25,80.4850353114845,662.220070622969,340.279929377031,0,0,12
"452","Subject205","typesuicide",522.083333333333,130.980538688583,784.0444107105,260.122255956166,1,0,12
"453","Subject206","typenegative",490.25,63.9973365923074,618.244673184615,362.255326815385,0,0,12
"454","Subject206","typeneutral",598.083333333333,132.410146777719,862.903626888771,333.263039777896,1,0,12
"455","Subject206","typepositive",601.666666666667,150.849915378488,903.366497423642,299.966835909691,0,0,12
"456","Subject206","typesuicide",690.416666666667,357.707716727024,1405.83210012071,-24.9987667873808,1,0,12
"457","Subject207","typenegative",786.75,229.07129695994,1244.89259391988,328.60740608012,1,0,12
"458","Subject207","typeneutral",733.083333333333,152.637692433799,1038.35871820093,427.807948465735,0,0,12
"459","Subject207","typepositive",743.083333333333,251.56038795462,1246.20410924257,239.962557424094,1,0,12
"460","Subject207","typesuicide",882.75,238.921868172231,1360.59373634446,404.906263655537,0,0,12
"461","Subject208","typenegative",473.583333333333,83.9041209664431,641.391575266219,305.775091400447,0,0,12
"462","Subject208","typeneutral",591.5,172.771262341019,937.042524682037,245.957475317963,1,0,12
"463","Subject208","typepositive",488.5,109.875549434969,708.251098869938,268.748901130062,1,0,12
"464","Subject208","typesuicide",515.833333333333,101.128930608707,718.091194550747,313.57547211592,0,0,12
"465","Subject209","typenegative",554.333333333333,92.3465147576171,739.026362848567,369.640303818099,0,0,12
"466","Subject209","typeneutral",525.5,102.917884301471,731.335768602941,319.664231397059,1,0,12
"467","Subject209","typepositive",541,100.816665289028,742.633330578057,339.366669421943,0,0,12
"468","Subject209","typesuicide",523,135.027269973008,793.054539946016,252.945460053984,1,0,12
"469","Subject21","typenegative",778.333333333333,320.156590474478,1418.64651428229,138.020152384378,1,0,12
"470","Subject21","typeneutral",698.833333333333,245.612715592263,1190.05876451786,207.607902148807,1,0,12
"471","Subject21","typepositive",671.916666666667,201.661037988066,1075.2387426428,268.594590690534,1,0,12
"472","Subject21","typesuicide",686.833333333333,216.333846943407,1119.50102722015,254.16563944652,1,0,12
"473","Subject210","typenegative",467.416666666667,94.7028446662443,656.822355999155,278.010977334178,1,0,12
"474","Subject210","typeneutral",526.75,297.921931506775,1122.59386301355,-69.0938630135491,1,0,12
"475","Subject210","typepositive",420.416666666667,103.0820135385,626.580693743667,214.252639589667,1,0,12
"476","Subject210","typesuicide",515.75,165.484481557527,846.718963115055,184.781036884945,1,0,12
"477","Subject211","typenegative",431.083333333333,63.9608663499989,559.005066033331,303.161600633335,1,0,12
"478","Subject211","typeneutral",494.5,152.015250431121,798.530500862242,190.469499137758,1,0,12
"479","Subject211","typepositive",485.25,136.449874246253,758.149748492505,212.350251507495,1,0,12
"480","Subject211","typesuicide",475.083333333333,78.7452259255163,632.573785184366,317.592881482301,0,0,12
"481","Subject212","typenegative",588,247.524470782918,1083.04894156584,92.9510584341639,1,0,12
"482","Subject212","typeneutral",603.75,177.444037272703,958.638074545406,248.861925454594,0,0,12
"483","Subject212","typepositive",700.416666666667,324.346464121129,1349.10959490892,51.7237384244088,0,0,12
"484","Subject212","typesuicide",582.666666666667,389.491587803507,1361.64984227368,-196.316508940347,1,0,12
"485","Subject213","typenegative",471.083333333333,84.762189612343,640.607712558019,301.558954108647,1,0,12
"486","Subject213","typeneutral",457.666666666667,59.9914135270182,577.649493720703,337.68383961263,0,0,12
"487","Subject213","typepositive",473.083333333333,91.7936998564353,656.670733046204,289.495933620463,0,0,12
"488","Subject213","typesuicide",510.166666666667,92.2455550378576,694.657776742382,325.675556590951,0,0,12
"489","Subject214","typenegative",380.083333333333,55.6898200805682,491.46297349447,268.703693172197,0,0,12
"490","Subject214","typeneutral",391.666666666667,49.3951291918423,490.456925050351,292.876408282982,0,1,12
"491","Subject214","typepositive",428.25,71.09804370151,570.44608740302,286.05391259698,1,0,12
"492","Subject214","typesuicide",413.416666666667,110.727723664305,634.872113995278,191.961219338056,1,0,12
"493","Subject215","typenegative",406.416666666667,88.5647768414153,583.546220349497,229.287112983836,1,0,12
"494","Subject215","typeneutral",519,167.919894321938,854.839788643877,183.160211356124,0,0,12
"495","Subject215","typepositive",504.583333333333,127.11874072073,758.820814774794,250.345851891873,1,0,12
"496","Subject215","typesuicide",446.166666666667,112.298169120778,670.763004908222,221.570328425111,0,0,12
"497","Subject216","typenegative",662.75,242.923528932648,1148.5970578653,176.902942134705,1,0,12
"498","Subject216","typeneutral",696.583333333333,293.613678877947,1283.81069108923,109.355975577438,1,0,12
"499","Subject216","typepositive",580.5,182.294716424705,945.08943284941,215.91056715059,1,0,12
"500","Subject216","typesuicide",693.75,233.229549429897,1160.20909885979,227.290901140206,1,0,12
"501","Subject218","typenegative",471.833333333333,118.493446948331,708.820227229996,234.846439436671,1,0,12
"502","Subject218","typeneutral",529.583333333333,125.257885495436,780.099104324206,279.06756234246,1,0,12
"503","Subject218","typepositive",514.833333333333,113.488352092213,741.810037517759,287.856629148908,0,0,12
"504","Subject218","typesuicide",448.583333333333,84.0578354287671,616.699004190868,280.467662475799,0,0,12
"505","Subject219","typenegative",427.25,50.4347012572603,528.119402514521,326.380597485479,0,0,12
"506","Subject219","typeneutral",478.833333333333,123.738605229906,726.310543793145,231.356122873522,0,0,12
"507","Subject219","typepositive",389.5,42.9830833531688,475.466166706338,303.533833293662,1,0,12
"508","Subject219","typesuicide",482.666666666667,107.038084414621,696.742835495909,268.590497837425,0,0,12
"509","Subject22","singlestim",NA,NA,NA,NA,0,0,48
"510","Subject220","typenegative",738.666666666667,445.018555963136,1628.70377859294,-151.370445259606,1,0,12
"511","Subject220","typeneutral",617.666666666667,107.566751650341,832.800169967348,402.533163365985,1,0,12
"512","Subject220","typepositive",692.083333333333,159.250208125072,1010.58374958348,373.582917083189,0,0,12
"513","Subject220","typesuicide",708.083333333333,222.500442628092,1153.08421858952,263.082448077149,1,0,12
"514","Subject221","typenegative",397.416666666667,60.8253211826267,519.06730903192,275.766024301413,0,0,12
"515","Subject221","typeneutral",414.166666666667,94.6158100697316,603.39828680613,224.935046527204,0,0,12
"516","Subject221","typepositive",399,75.0623982854507,549.124796570901,248.875203429099,0,0,12
"517","Subject221","typesuicide",424.083333333333,60.7206095509788,545.524552435291,302.642114231376,0,1,12
"518","Subject222","typenegative",436.166666666667,66.3815874434707,568.929841553608,303.403491779725,0,0,12
"519","Subject222","typeneutral",406,69.3240086969744,544.648017393949,267.351982606051,0,0,12
"520","Subject222","typepositive",407.666666666667,82.9450347391499,573.556736144967,241.776597188367,1,0,12
"521","Subject222","typesuicide",416.75,84.7929295937516,586.335859187503,247.164140812497,1,0,12
"522","Subject223","typenegative",504.166666666667,82.4983011762648,669.163269019196,339.170064314137,0,0,12
"523","Subject223","typeneutral",496.25,81.1274250232872,658.504850046574,333.995149953426,1,0,12
"524","Subject223","typepositive",468.25,78.7552307065148,625.760461413029,310.739538586971,1,0,12
"525","Subject223","typesuicide",542.416666666667,134.741137899397,811.89894246546,272.934390867873,1,0,12
"526","Subject224","typenegative",397.166666666667,128.998120728618,655.162908123903,139.17042520943,1,0,12
"527","Subject224","typeneutral",395.083333333333,97.7356902646886,590.554713862711,199.611952803956,1,0,12
"528","Subject224","typepositive",407.083333333333,79.8663182316475,566.815969796628,247.350696870038,1,0,12
"529","Subject224","typesuicide",432.166666666667,84.4552956877008,601.077258042068,263.256075291265,1,0,12
"530","Subject225","typenegative",494.083333333333,78.7429169493801,651.569167232093,336.597499434573,0,0,12
"531","Subject225","typeneutral",485.833333333333,135.078989237162,755.991311807657,215.675354859009,1,0,12
"532","Subject225","typepositive",518.416666666667,210.502195338729,939.421057344124,97.4122759892095,1,0,12
"533","Subject225","typesuicide",471.333333333333,72.0635241654994,615.460381664332,327.206285002335,0,0,12
"534","Subject226","typenegative",553.666666666667,93.2438965424775,740.154459751622,367.178873581712,1,0,12
"535","Subject226","typeneutral",565.5,81.6071520929831,728.714304185966,402.285695814034,1,0,12
"536","Subject226","typepositive",523,42.5419578982701,608.08391579654,437.91608420346,0,1,12
"537","Subject226","typesuicide",540.5,68.5651647571988,677.630329514398,403.369670485602,0,0,12
"538","Subject227","typenegative",567.833333333333,268.33555429158,1104.50444191649,31.1622247501725,1,0,12
"539","Subject227","typeneutral",525.833333333333,160.095899290697,846.025131914727,205.64153475194,1,0,12
"540","Subject227","typepositive",496.25,103.937153213766,704.124306427532,288.375693572468,0,0,12
"541","Subject227","typesuicide",503.25,86.8060795943778,676.862159188756,329.637840811244,1,0,12
"542","Subject228","typenegative",661.75,151.776824796985,965.303649593969,358.196350406031,1,0,12
"543","Subject228","typeneutral",665.083333333333,97.5140626999123,860.111458733158,470.055207933509,0,1,12
"544","Subject228","typepositive",653,120.892138251042,894.784276502084,411.215723497916,1,0,12
"545","Subject228","typesuicide",634.583333333333,88.3139629990981,811.21125933153,457.955407335137,1,0,12
"546","Subject229","typenegative",436.083333333333,79.3765002244291,594.836333782191,277.330332884475,0,0,12
"547","Subject229","typeneutral",456.5,83.0054762705997,622.510952541199,290.489047458801,0,0,12
"548","Subject229","typepositive",479,138.489907738631,755.979815477262,202.020184522738,0,0,12
"549","Subject229","typesuicide",456.666666666667,147.14886298843,750.964392643528,162.368940689806,1,0,12
"550","Subject23","typenegative",434.166666666667,86.7733026950459,607.713272056758,260.620061276575,1,0,12
"551","Subject23","typeneutral",421.083333333333,34.2675524587787,489.618438250891,352.548228415776,0,0,12
"552","Subject23","typepositive",465.25,97.5370558953225,660.324111790645,270.175888209355,1,0,12
"553","Subject23","typesuicide",465.583333333333,101.500074637978,668.58348260929,262.583184057377,1,0,12
"554","Subject230","typenegative",381.666666666667,41.4275563392583,464.521779345183,298.81155398815,0,1,12
"555","Subject230","typeneutral",408.833333333333,68.7152667082642,546.263866749862,271.402799916805,1,0,12
"556","Subject230","typepositive",417,54.802123382883,526.604246765766,307.395753234234,0,0,12
"557","Subject230","typesuicide",379,38.4849439273453,455.969887854691,302.030112145309,0,0,12
"558","Subject231","typenegative",446.583333333333,71.5445930023981,589.672519338129,303.494147328537,1,0,12
"559","Subject231","typeneutral",443.333333333333,88.9323883462583,621.19811002585,265.468556640817,1,0,12
"560","Subject231","typepositive",488.25,80.256548869009,648.763097738018,327.736902261982,0,0,12
"561","Subject231","typesuicide",423.416666666667,88.3129336078484,600.042533882364,246.79079945097,1,0,12
"562","Subject232","typenegative",477.5,129.467089535245,736.434179070491,218.565820929509,1,0,12
"563","Subject232","typeneutral",493.583333333333,70.7086960491402,635.000725431614,352.165941235053,0,0,12
"564","Subject232","typepositive",431.583333333333,72.2363020463626,576.055937426059,287.110729240608,1,0,12
"565","Subject232","typesuicide",448.25,54.3040681549902,556.85813630998,339.64186369002,0,1,12
"566","Subject233","typenegative",550.083333333333,103.720304256937,757.523941847207,342.64272481946,0,0,12
"567","Subject233","typeneutral",583.333333333333,126.266913058542,835.867159450417,330.79950721625,1,0,12
"568","Subject233","typepositive",638.25,302.915867407557,1244.08173481511,32.4182651848857,1,0,12
"569","Subject233","typesuicide",661.583333333333,271.364048778936,1204.31143089121,118.855235775461,1,0,12
"570","Subject234","typenegative",695.75,200.687964489426,1097.12592897885,294.374071021148,0,0,12
"571","Subject234","typeneutral",626.166666666667,120.631545198467,867.4297570636,384.903576269733,0,0,12
"572","Subject234","typepositive",584.25,147.603353620438,879.456707240876,289.043292759124,1,0,12
"573","Subject234","typesuicide",621.916666666667,95.7197218524748,813.356110371616,430.477222961717,1,0,12
"574","Subject235","typenegative",803.333333333333,123.177870897284,1049.6890751279,556.977591538766,1,0,12
"575","Subject235","typeneutral",762.666666666667,128.332192045299,1019.33105075726,506.002282576069,0,0,12
"576","Subject235","typepositive",788.666666666667,223.018683821184,1234.70403430904,342.629299024298,1,0,12
"577","Subject235","typesuicide",746.833333333333,61.5907804985798,870.014894330493,623.651772336174,0,0,12
"578","Subject236","typenegative",501.083333333333,134.09864641262,769.280626158574,232.886040508093,1,0,12
"579","Subject236","typeneutral",470.416666666667,92.6483658623815,655.71339839143,285.119934941904,1,0,12
"580","Subject236","typepositive",463.166666666667,81.2267682404506,625.620203147568,300.713130185765,0,0,12
"581","Subject236","typesuicide",544.75,203.505695698715,951.761391397431,137.738608602569,1,0,12
"582","Subject237","typenegative",430.5,51.103282228693,532.706564457386,328.293435542614,0,0,12
"583","Subject237","typeneutral",508.833333333333,107.836436187853,724.50620570904,293.160460957627,1,0,12
"584","Subject237","typepositive",487.833333333333,45.5308753052322,578.895083943798,396.771582722869,0,0,12
"585","Subject237","typesuicide",482.916666666667,125.439198117026,733.795062900718,232.038270432615,1,0,12
"586","Subject238","typenegative",563.166666666667,131.544554037671,826.255774742008,300.077558591325,0,0,12
"587","Subject238","typeneutral",486.5,32.3461392947091,551.192278589418,421.807721410582,0,0,12
"588","Subject238","typepositive",534.833333333333,105.479712252972,745.792757839277,323.87390882739,1,0,12
"589","Subject238","typesuicide",611.75,193.564706117994,998.879412235988,224.620587764012,1,0,12
"590","Subject239","typenegative",375.75,59.3741985591844,494.498397118369,257.001602881631,0,0,12
"591","Subject239","typeneutral",350.833333333333,60.6642523662125,472.161838065758,229.504828600908,1,0,12
"592","Subject239","typepositive",384.583333333333,57.1703329507269,498.923999234787,270.24266743188,0,0,12
"593","Subject239","typesuicide",394.333333333333,90.4276037233737,575.188540780081,213.478125886586,1,0,12
"594","Subject24","typenegative",457.25,100.959150154902,659.168300309803,255.331699690196,1,0,12
"595","Subject24","typeneutral",452.333333333333,52.4687497179959,557.270832769325,347.395833897342,0,0,12
"596","Subject24","typepositive",430.666666666667,70.9254837306327,572.517634127932,288.815699205401,0,0,12
"597","Subject24","typesuicide",482.916666666667,155.096719579243,793.110105825153,172.72322750818,1,0,12
"598","Subject240","typenegative",467.333333333333,82.3411234199571,632.015580173247,302.651086493419,1,0,12
"599","Subject240","typeneutral",508.166666666667,158.946436565812,826.059539798291,190.273793535043,1,0,12
"600","Subject240","typepositive",467.916666666667,81.4007575722323,630.718181811131,305.115151522202,1,0,12
"601","Subject240","typesuicide",530.416666666667,100.974756821453,732.366180309572,328.467153023761,1,0,12
"602","Subject242","typenegative",487.916666666667,81.5145924842834,650.945851635233,324.8874816981,1,0,12
"603","Subject242","typeneutral",454.75,89.9930552876165,634.736110575233,274.763889424767,1,0,12
"604","Subject242","typepositive",446.083333333333,87.2180739539829,620.519481241299,271.647185425368,1,0,12
"605","Subject242","typesuicide",508.833333333333,179.421207489443,867.675748312219,149.990918354448,1,0,12
"606","Subject243","typenegative",708.75,117.94461334958,944.639226699159,472.860773300841,1,0,12
"607","Subject243","typeneutral",754.75,251.300300256667,1257.35060051333,252.149399486666,0,0,12
"608","Subject243","typepositive",537.833333333333,238.315617057157,1014.46456744765,61.2020992190201,0,1,12
"609","Subject243","typesuicide",749,322.949756857852,1394.8995137157,103.100486284297,1,0,12
"610","Subject244","typenegative",444.666666666667,78.7427726361235,602.152211938914,287.18112139442,1,0,12
"611","Subject244","typeneutral",542.75,157.393037272359,857.536074544718,227.963925455282,0,0,12
"612","Subject244","typepositive",487,112.782977438973,712.565954877947,261.434045122053,0,0,12
"613","Subject244","typesuicide",558.333333333333,171.506338782053,901.346010897439,215.320655769228,1,0,12
"614","Subject245","typenegative",571.416666666667,153.436073945728,878.288814558122,264.544518775211,1,0,12
"615","Subject245","typeneutral",546.666666666667,101.55905879951,749.784784265688,343.548549067646,0,0,12
"616","Subject245","typepositive",559.416666666667,138.110271050697,835.63720876806,283.196124565273,1,0,12
