"","SubjectID","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","n"
"617","Subject245","typesuicide",589.666666666667,352.05018581636,1293.76703829939,-114.433704966053,1,0,12
"618","Subject246","typenegative",409,55.8589493476401,520.71789869528,297.28210130472,0,0,10
"619","Subject246","typeneutral",418.666666666667,63.0476010645925,544.761868795852,292.571464537482,0,0,9
"620","Subject246","typepositive",401.818181818182,94.3798899997433,590.577961817668,213.058401818695,1,0,11
"621","Subject246","typesuicide",440.6,50.8160079764897,542.23201595298,338.967984047021,0,0,10
"622","Subject247","typenegative",404.416666666667,56.8514145235924,518.119495713852,290.713837619482,0,0,12
"623","Subject247","typeneutral",418.916666666667,50.0498993429799,519.016465352627,318.816867980707,0,0,12
"624","Subject247","typepositive",368.5,42.4638884015797,453.427776803159,283.572223196841,1,0,12
"625","Subject247","typesuicide",407.583333333333,106.298429248066,620.180191829465,194.986474837202,1,0,12
"626","Subject248","typenegative",399.833333333333,67.4575062651678,534.748345863669,264.918320802998,1,0,12
"627","Subject248","typeneutral",349.833333333333,44.8245738880184,439.48248110937,260.184185557296,1,0,12
"628","Subject248","typepositive",381.916666666667,69.2445709500796,520.405808566826,243.427524766508,0,0,12
"629","Subject248","typesuicide",415.5,89.1051472852566,593.710294570513,237.289705429487,0,1,12
"630","Subject249","typenegative",452.833333333333,42.3187758315241,537.470884996382,368.195781670285,0,0,12
"631","Subject249","typeneutral",434.75,31.6690987901743,498.088197580349,371.411802419651,1,0,12
"632","Subject249","typepositive",422.083333333333,15.6173466104686,453.318026554271,390.848640112396,0,0,12
"633","Subject249","typesuicide",499.333333333333,239.237931521713,977.809196376759,20.8574702899072,1,0,12
"634","Subject25","typenegative",512.333333333333,148.934600249623,810.20253383258,214.464132834086,1,0,12
"635","Subject25","typeneutral",421.333333333333,73.6975802406927,568.728493814719,273.938172851948,0,0,12
"636","Subject25","typepositive",429.75,39.5017260842658,508.753452168532,350.746547831468,0,0,12
"637","Subject25","typesuicide",408.5,33.4786227586826,475.457245517365,341.542754482635,0,1,12
"638","Subject250","typenegative",448.166666666667,47.8802167028842,543.927100072435,352.406233260898,1,0,12
"639","Subject250","typeneutral",531.75,126.584592628444,784.919185256888,278.580814743112,1,0,12
"640","Subject250","typepositive",479.416666666667,54.2661091848366,587.94888503634,370.884448296994,0,0,12
"641","Subject250","typesuicide",495.166666666667,61.3096957085809,617.786058083829,372.547275249505,0,1,12
"642","Subject251","typenegative",848.25,237.447075442852,1323.1441508857,373.355849114295,1,0,12
"643","Subject251","typeneutral",741.416666666667,156.675378545655,1054.76742375798,428.065909575357,0,1,12
"644","Subject251","typepositive",696.333333333333,174.265384521494,1044.86410237632,347.802564290345,0,0,12
"645","Subject251","typesuicide",735.083333333333,189.257140292025,1113.59761391738,356.569052749284,0,0,12
"646","Subject252","typenegative",540.75,127.692902201835,796.135804403669,285.364195596331,1,0,12
"647","Subject252","typeneutral",564.916666666667,281.967263842432,1128.85119435153,0.982138981801882,1,0,12
"648","Subject252","typepositive",541.25,135.685548905616,812.621097811231,269.878902188769,1,0,12
"649","Subject252","typesuicide",577.5,246.150914536738,1069.80182907348,85.1981709265231,1,0,12
"650","Subject253","typenegative",415.666666666667,55.5244963684471,526.715659403561,304.617673929772,0,0,12
"651","Subject253","typeneutral",430.083333333333,126.215874475824,682.515082284981,177.651584381685,1,0,12
"652","Subject253","typepositive",429.75,42.7362418052449,515.22248361049,344.27751638951,0,0,12
"653","Subject253","typesuicide",476.083333333333,98.8501697550695,673.783672843472,278.382993823194,0,0,12
"654","Subject254","typenegative",871.666666666667,359.898049537096,1591.46276574086,151.870567592474,1,0,12
"655","Subject254","typeneutral",856.333333333333,237.072038661567,1330.47741065647,382.189256010199,0,0,12
"656","Subject254","typepositive",824.083333333333,297.485357419131,1419.05404817159,229.112618495072,1,0,12
"657","Subject254","typesuicide",799.833333333333,252.549125134221,1304.93158360178,294.735083064891,1,0,12
"658","Subject255","typenegative",551.333333333333,183.061506471227,917.456346275788,185.210320390879,1,0,12
"659","Subject255","typeneutral",560.5,129.211947097501,818.923894195001,302.076105804999,0,0,12
"660","Subject255","typepositive",566.916666666667,183.552548004074,934.021762674815,199.811570658519,1,0,12
"661","Subject255","typesuicide",483.916666666667,100.823390443915,685.563447554496,282.269885778837,1,0,12
"662","Subject256","typenegative",484.75,44.1961022551249,573.14220451025,396.35779548975,0,0,12
"663","Subject256","typeneutral",482.333333333333,71.8487468522759,626.030827037885,338.635839628782,0,0,12
"664","Subject256","typepositive",473.333333333333,51.603969779172,576.541272891677,370.125393774989,0,1,12
"665","Subject256","typesuicide",511.75,106.718086564556,725.186173129111,298.313826870889,0,0,12
"666","Subject257","typenegative",878.75,418.804820020887,1716.35964004177,41.1403599582267,0,1,12
"667","Subject257","typeneutral",913.5,277.102376880328,1467.70475376066,359.295246239344,0,0,12
"668","Subject257","typepositive",915.666666666667,351.558952339002,1618.78457134467,212.548761988662,1,0,12
"669","Subject257","typesuicide",872.583333333333,378.401772611006,1629.38687855535,115.779788111321,0,1,12
"670","Subject258","typenegative",586.083333333333,71.4415951330282,728.96652359939,443.200143067277,0,0,12
"671","Subject258","typeneutral",544.083333333333,103.711539055851,751.506411445036,336.660255221631,1,0,12
"672","Subject258","typepositive",515.25,37.5696323208955,590.389264641791,440.110735358209,0,0,12
"673","Subject258","typesuicide",563.5,103.223940140753,769.947880281507,357.052119718493,0,0,12
"674","Subject259","typenegative",570.75,110.701995547424,792.153991094847,349.346008905153,0,0,12
"675","Subject259","typeneutral",575.5,102.790607989782,781.081215979565,369.918784020435,0,0,12
"676","Subject259","typepositive",622.25,126.601109430727,875.452218861454,369.047781138546,0,0,12
"677","Subject259","typesuicide",539.333333333333,138.818608481018,816.970550295369,261.696116371298,1,0,12
"678","Subject26","singlestim",NA,NA,NA,NA,0,0,48
"679","Subject260","typenegative",494.416666666667,113.655346899246,721.727360465158,267.105972868175,1,0,12
"680","Subject260","typeneutral",462.166666666667,39.3141966801569,540.795060026981,383.538273306353,0,0,12
"681","Subject260","typepositive",533.166666666667,153.174192778462,839.51505222359,226.818281109743,1,0,12
"682","Subject260","typesuicide",452.166666666667,55.7948080564904,563.756282779647,340.577050553686,0,0,12
"683","Subject261","typenegative",553.5,139.171901552785,831.843803105571,275.156196894429,0,0,12
"684","Subject261","typeneutral",601.083333333333,168.951557518357,938.986448370048,263.180218296619,0,0,12
"685","Subject261","typepositive",626.583333333333,139.431611345578,905.446556024489,347.720110642178,0,1,12
"686","Subject261","typesuicide",683.25,193.286468980395,1069.82293796079,296.677062039211,0,0,12
"687","Subject262","typenegative",507,132.383053021422,771.766106042845,242.233893957155,0,0,12
"688","Subject262","typeneutral",434.166666666667,136.480323812185,707.127314291036,161.206019042297,1,0,12
"689","Subject262","typepositive",602.666666666667,240.324149784613,1083.31496623589,122.018367097441,1,0,12
"690","Subject262","typesuicide",491.583333333333,160.820881917138,813.225097167609,169.941569499057,0,0,12
"691","Subject264","typenegative",556.416666666667,97.6649730952554,751.746612857178,361.086720476156,0,0,12
"692","Subject264","typeneutral",513.416666666667,132.579621588712,778.575909844091,248.257423489243,1,0,12
"693","Subject264","typepositive",484.083333333333,110.927050830988,705.937434995309,262.229231671357,1,0,12
"694","Subject264","typesuicide",480.25,69.5336739873697,619.31734797474,341.18265202526,1,0,12
"695","Subject265","typenegative",913,450.308782947879,1813.61756589576,12.382434104242,1,1,12
"696","Subject265","typeneutral",850.5,176.101984914734,1202.70396982947,498.296030170533,0,0,12
"697","Subject265","typepositive",876.25,324.257508499313,1524.76501699863,227.734983001375,1,0,12
"698","Subject265","typesuicide",1042.91666666667,500.886207061287,2044.68908078924,41.1442525440929,0,1,12
"699","Subject266","typenegative",370.083333333333,52.7575213652619,475.598376063857,264.56829060281,1,0,12
"700","Subject266","typeneutral",338.083333333333,37.7394376152474,413.562208563828,262.604458102838,0,0,12
"701","Subject266","typepositive",353.333333333333,84.6375516630482,522.60843665943,184.058230007237,1,0,12
"702","Subject266","typesuicide",370.416666666667,68.0767726151657,506.570211896998,234.263121436335,1,0,12
"703","Subject267","typenegative",456.666666666667,118.745207239805,694.157081146277,219.176252187057,0,0,12
"704","Subject267","typeneutral",475.666666666667,94.115338652618,663.897343971903,287.435989361431,1,0,12
"705","Subject267","typepositive",416.166666666667,80.1734861334337,576.513638933534,255.819694399799,1,0,12
"706","Subject267","typesuicide",441.25,135.081877527534,711.413755055068,171.086244944932,1,0,12
"707","Subject268","typenegative",542.75,81.5944795369705,705.938959073941,379.561040926059,0,0,12
"708","Subject268","typeneutral",539,137.448172050413,813.896344100826,264.103655899174,0,0,12
"709","Subject268","typepositive",489.666666666667,73.3935014875708,636.453669641808,342.879663691525,1,0,12
"710","Subject268","typesuicide",579.083333333333,191.224027747244,961.531388827822,196.635277838845,1,0,12
"711","Subject269","typenegative",481.75,182.691058148101,847.132116296202,116.367883703798,1,0,12
"712","Subject269","typeneutral",440.916666666667,66.6816839146776,574.280034496022,307.553298837312,1,0,12
"713","Subject269","typepositive",411.583333333333,63.5573589664319,538.698051266197,284.46861540047,1,0,12
"714","Subject269","typesuicide",447.416666666667,90.6917439695721,628.800154605811,266.033178727522,1,0,12
"715","Subject27","typenegative",488.75,82.9393261256795,654.628652251359,322.871347748641,0,0,12
"716","Subject27","typeneutral",584.833333333333,112.211515640884,809.2563646151,360.410302051566,0,0,12
"717","Subject27","typepositive",525.666666666667,89.592342746397,704.851352159461,346.481981173873,1,0,12
"718","Subject27","typesuicide",539.916666666667,151.188298208398,842.293263083463,237.54007024987,1,0,12
"719","Subject270","typenegative",487,70.8327094446678,628.665418889336,345.334581110664,1,0,12
"720","Subject270","typeneutral",500.083333333333,166.318674583318,832.720682499969,167.445984166698,1,0,12
"721","Subject270","typepositive",501.583333333333,95.7054746542113,692.994282641756,310.172384024911,0,0,12
"722","Subject270","typesuicide",536.5,86.0713234897241,708.642646979448,364.357353020552,0,0,12
"723","Subject271","typenegative",585.833333333333,123.156835216751,832.147003766836,339.519662899831,0,0,12
"724","Subject271","typeneutral",647.083333333333,206.110058125765,1059.30344958486,234.863217081804,0,0,12
"725","Subject271","typepositive",546.833333333333,100.106155775968,747.04564488527,346.621021781397,0,0,12
"726","Subject271","typesuicide",605.916666666667,125.743937741697,857.404542150062,354.428791183272,1,0,12
"727","Subject272","typenegative",548.833333333333,210.371460790554,969.576254914441,128.090411752226,1,0,12
"728","Subject272","typeneutral",552,166.255553564111,884.511107128223,219.488892871777,0,0,12
"729","Subject272","typepositive",540.666666666667,140.079414705525,820.825496077716,260.507837255617,1,0,12
"730","Subject272","typesuicide",478,241.264848812933,960.529697625865,-4.52969762586537,1,0,12
"731","Subject273","typenegative",444.25,56.1784898984721,556.606979796944,331.893020203056,0,0,12
"732","Subject273","typeneutral",429.333333333333,62.2638569218763,553.861047177086,304.805619489581,1,0,12
"733","Subject273","typepositive",408.25,43.2689790202467,494.787958040493,321.712041959507,0,0,12
"734","Subject273","typesuicide",461.5,165.420401072265,792.34080214453,130.65919785547,1,1,12
"735","Subject275","typenegative",427.083333333333,64.6718406240071,556.427014581347,297.739652085319,1,0,12
"736","Subject275","typeneutral",407.166666666667,40.5907139701442,488.348094606955,325.985238726378,1,0,12
"737","Subject275","typepositive",420.833333333333,39.8379292391134,500.50919181156,341.157474855107,1,0,12
"738","Subject275","typesuicide",420.583333333333,45.7571819168281,512.097697166989,329.068969499677,1,0,12
"739","Subject276","typenegative",511.333333333333,169.930110410846,851.193554155026,171.473112511641,1,0,12
"740","Subject276","typeneutral",535.25,91.2739383295244,717.797876659049,352.702123340951,1,0,12
"741","Subject276","typepositive",551.833333333333,100.777733230866,753.388799795065,350.277866871602,0,1,12
"742","Subject276","typesuicide",509,106.688160713191,722.376321426382,295.623678573618,0,0,12
"743","Subject277","typenegative",596.666666666667,102.042177851152,800.75102236897,392.582310964363,0,0,12
"744","Subject277","typeneutral",683.083333333333,360.951132006771,1404.98559734688,-38.8189306802094,1,0,12
"745","Subject277","typepositive",612.833333333333,176.539376670338,965.91208667401,259.754579992657,1,0,12
"746","Subject277","typesuicide",573.916666666667,318.366415066703,1210.64949680007,-62.8161634667395,1,0,12
"747","Subject278","typenegative",460.833333333333,74.9240018992983,610.68133713193,310.985329534737,1,0,12
"748","Subject278","typeneutral",487.166666666667,111.454706114868,710.076078896402,264.257254436931,0,0,12
"749","Subject278","typepositive",485.416666666667,79.5698187795226,644.556304225712,326.277029107622,0,0,12
"750","Subject278","typesuicide",447.083333333333,67.8279351585966,582.739203650527,311.42746301614,0,0,12
"751","Subject28","typenegative",686.666666666667,425.288208872596,1537.24308441186,-163.909751078525,1,0,12
"752","Subject28","typeneutral",694.916666666667,227.975061767463,1150.86679020159,238.96654313174,0,0,12
"753","Subject28","typepositive",659.583333333333,126.891118919356,913.365571172045,405.801095494622,1,0,12
"754","Subject28","typesuicide",772.833333333333,344.063110842218,1460.95955501777,84.7071116488978,1,0,12
"755","Subject280","typenegative",480.666666666667,61.9784908926745,604.623648452016,356.709684881318,1,0,12
"756","Subject280","typeneutral",491.666666666667,94.7180824949236,681.102831656514,302.230501676819,0,0,12
"757","Subject280","typepositive",571.75,204.555004827552,980.860009655105,162.639990344895,1,0,12
"758","Subject280","typesuicide",447.083333333333,87.1283883737445,621.340110080822,272.826556585844,1,0,12
"759","Subject281","typenegative",587.416666666667,108.767858164519,804.952382995705,369.880950337628,0,0,12
"760","Subject281","typeneutral",607.5,185.790448917836,979.080897835671,235.919102164329,1,0,12
"761","Subject281","typepositive",577.75,109.387655112033,796.525310224066,358.974689775934,0,0,12
"762","Subject281","typesuicide",668.833333333333,194.566573478467,1057.96648029027,279.7001863764,1,0,12
"763","Subject282","typenegative",402.25,90.4907077097874,583.231415419575,221.268584580425,0,0,12
"764","Subject282","typeneutral",422.583333333333,93.5700596377178,609.723452608769,235.443214057898,1,0,12
"765","Subject282","typepositive",425.666666666667,94.2745828402172,614.215832347101,237.117500986232,0,0,12
"766","Subject282","typesuicide",507.583333333333,400.132354996633,1307.8480433266,-292.681376659933,1,0,12
"767","Subject283","typenegative",500.666666666667,93.1053492588157,686.877365184298,314.455968149035,0,0,12
"768","Subject283","typeneutral",494.833333333333,101.637352952305,698.108039237944,291.558627428722,1,0,12
"769","Subject283","typepositive",477.25,64.3430083790984,605.936016758197,348.563983241803,0,0,12
"770","Subject283","typesuicide",533.333333333333,94.8667326816781,723.06679869669,343.599867969977,0,0,12
"771","Subject285","typenegative",792.416666666667,233.433057693726,1259.28278205412,325.550551279215,0,0,12
"772","Subject285","typeneutral",787.916666666667,319.223335423318,1426.3633375133,149.469995820032,0,0,12
"773","Subject285","typepositive",792.583333333333,302.155726957695,1396.89478724872,188.271879417943,1,0,12
"774","Subject285","typesuicide",732.583333333333,219.558837975913,1171.70100928516,293.465657381507,1,0,12
"775","Subject286","typenegative",480.083333333333,84.6129780861427,649.309289505619,310.857377161048,1,0,12
"776","Subject286","typeneutral",456.25,93.8375046169029,643.925009233806,268.574990766194,1,0,12
"777","Subject286","typepositive",485.916666666667,39.1766589445885,564.269984555844,407.56334877749,0,0,12
"778","Subject286","typesuicide",461.666666666667,73.6556278579683,608.977922382603,314.35541095073,1,0,12
"779","Subject287","typenegative",431.083333333333,47.1852410155651,525.453815364464,336.712851302203,0,0,12
"780","Subject287","typeneutral",396.416666666667,86.9633761297179,570.343418926102,222.489914407231,1,0,12
"781","Subject287","typepositive",429.5,68.0380909357532,565.576181871506,293.423818128494,1,0,12
"782","Subject287","typesuicide",425.5,92.0913578020119,609.682715604024,241.317284395976,1,0,12
"783","Subject289","typenegative",481.583333333333,101.841640290059,685.266613913451,277.900052753216,0,0,12
"784","Subject289","typeneutral",443.583333333333,45.781016973758,535.145367280849,352.021299385817,0,0,12
"785","Subject289","typepositive",494.5,162.543700417625,819.58740083525,169.41259916475,1,0,12
"786","Subject289","typesuicide",511.25,88.9158182061703,689.081636412341,333.418363587659,1,0,12
"787","Subject29","typenegative",878.333333333333,214.590660363287,1307.51465405991,449.15201260676,1,0,12
"788","Subject29","typeneutral",797.333333333333,186.061247654604,1169.45582864254,425.210838024125,1,0,12
"789","Subject29","typepositive",900,204.410905241913,1308.82181048383,491.178189516175,1,0,12
"790","Subject29","typesuicide",827.916666666667,267.457204166585,1362.83107499984,293.002258333498,0,0,12
"791","Subject290","typenegative",659.833333333333,256.100063303863,1172.03345994106,147.633206725608,1,0,12
"792","Subject290","typeneutral",670.583333333333,270.779164746119,1212.14166282557,129.025003841095,1,0,12
"793","Subject290","typepositive",635.083333333333,143.913773636939,922.910880607212,347.255786059455,0,0,12
"794","Subject290","typesuicide",617.25,170.551578442097,958.353156884195,276.146843115805,1,0,12
"795","Subject291","typenegative",415.333333333333,74.2946631306514,563.922659594636,266.744007072031,0,0,12
"796","Subject291","typeneutral",358.75,37.9380475847856,434.626095169571,282.873904830429,0,0,12
"797","Subject291","typepositive",379.5,42.1026883184003,463.705376636801,295.294623363199,1,0,12
"798","Subject291","typesuicide",366.666666666667,43.2273762864005,453.121419239468,280.211914093866,1,0,12
"799","Subject292","typenegative",493.75,61.6074449456173,616.964889891235,370.535110108765,1,0,12
"800","Subject292","typeneutral",453.833333333333,62.2616667903707,578.356666914075,329.309999752592,1,0,12
"801","Subject292","typepositive",470.25,67.5696610240801,605.38932204816,335.11067795184,1,0,12
"802","Subject292","typesuicide",446.333333333333,45.0299563590391,536.393246051412,356.273420615255,1,0,12
"803","Subject293","typenegative",404.5,67.9016668693513,540.303333738703,268.696666261297,0,0,12
"804","Subject293","typeneutral",432.25,79.5157217158972,591.281443431794,273.218556568206,1,0,12
"805","Subject293","typepositive",439.333333333333,57.0077081444149,553.348749622163,325.317917044504,1,0,12
"806","Subject293","typesuicide",384.833333333333,40.6421933314121,466.117719996158,303.548946670509,1,0,12
"807","Subject294","typenegative",555,95.8180093150077,746.636018630016,363.363981369985,0,1,12
"808","Subject294","typeneutral",761.416666666667,248.424657806065,1258.2659822788,264.567351054536,0,0,12
"809","Subject294","typepositive",575.416666666667,133.713709321842,842.844085310351,307.989248022983,0,0,12
"810","Subject294","typesuicide",604.166666666667,132.227650342701,868.621967352068,339.711365981265,0,0,12
"811","Subject295","typenegative",435.25,56.08293371914,547.41586743828,323.08413256172,0,0,12
"812","Subject295","typeneutral",459.083333333333,63.1901291677935,585.46359166892,332.703074997746,1,0,12
"813","Subject295","typepositive",440,44.3498488262259,528.699697652452,351.300302347548,0,0,12
"814","Subject295","typesuicide",442.916666666667,58.4239339706431,559.764534607953,326.068798725381,0,1,12
"815","Subject296","typenegative",457.5,50.946495998699,559.392991997398,355.607008002602,0,0,12
"816","Subject296","typeneutral",564.416666666667,130.069532686688,824.555732040042,304.277601293291,0,0,12
"817","Subject296","typepositive",616,170.036894392204,956.073788784407,275.926211215592,1,0,12
"818","Subject296","typesuicide",585.833333333333,173.677252047549,933.187837428432,238.478829238235,1,0,12
"819","Subject297","typenegative",519.166666666667,97.9877852622767,715.14223719122,323.191096142113,0,0,12
"820","Subject297","typeneutral",505.333333333333,104.706805659972,714.746944653277,295.919722013389,1,0,12
"821","Subject297","typepositive",502.5,69.7417313443615,641.983462688723,363.016537311277,1,0,12
"822","Subject297","typesuicide",537.916666666667,324.609824063887,1187.13631479444,-111.302981461108,1,0,12
"823","Subject299","typenegative",461.25,112.573309447666,686.396618895332,236.103381104668,0,0,12
"824","Subject299","typeneutral",479.666666666667,158.877501887651,797.421670441969,161.911662891364,0,0,12
"825","Subject299","typepositive",532.916666666667,165.083151683317,863.0829700333,202.750363300033,1,0,12
"826","Subject299","typesuicide",453.5,127.657567521297,708.815135042594,198.184864957406,1,0,12
"827","Subject3","typenegative",416.916666666667,134.093900839763,685.104468346193,148.72886498714,1,0,12
"828","Subject3","typeneutral",490.666666666667,124.827395982928,740.321458632523,241.01187470081,0,0,12
"829","Subject3","typepositive",406.5,80.9730594928731,568.446118985746,244.553881014254,0,0,12
"830","Subject3","typesuicide",428.25,138.573987457964,705.397974915928,151.102025084072,1,0,12
"831","Subject30","typenegative",507.666666666667,147.546808186625,802.760283039916,212.573050293417,1,0,12
"832","Subject30","typeneutral",430.25,117.389890380886,665.029780761771,195.470219238229,0,0,12
"833","Subject30","typepositive",544.583333333333,167.007598266629,878.598529866592,210.568136800075,1,0,12
"834","Subject30","typesuicide",490.75,112.719382055213,716.188764110426,265.311235889574,0,0,12
"835","Subject300","typenegative",481.75,52.3295935741561,586.409187148312,377.090812851688,0,0,12
"836","Subject300","typeneutral",479.583333333333,87.6091094613229,654.801552255979,304.365114410688,1,0,12
"837","Subject300","typepositive",484,73.187182186252,630.374364372504,337.625635627496,0,0,12
"838","Subject300","typesuicide",446.5,31.5119025131775,509.523805026355,383.476194973645,0,1,12
"839","Subject301","typenegative",411.583333333333,53.9957209303467,519.574775194027,303.59189147264,1,0,12
"840","Subject301","typeneutral",402.333333333333,67.129905723338,536.593144780009,268.073521886657,1,0,12
"841","Subject301","typepositive",439.75,45.4455218315892,530.641043663178,348.858956336822,0,0,12
"842","Subject301","typesuicide",440.75,60.0077646491004,560.765529298201,320.734470701799,0,0,12
"843","Subject302","typenegative",492.833333333333,110.900310134277,714.633953601887,271.03271306478,0,0,12
"844","Subject302","typeneutral",528.583333333333,155.016396982169,838.616127297671,218.550539368996,1,0,12
"845","Subject302","typepositive",537.333333333333,165.010376165938,867.354085665209,207.312581001458,1,0,12
"846","Subject302","typesuicide",518.083333333333,102.935512321889,723.954357977111,312.212308689556,0,0,12
"847","Subject303","typenegative",528.5,259.598466167201,1047.6969323344,9.30306766559715,1,0,12
"848","Subject303","typeneutral",452.5,101.938038221086,656.376076442172,248.623923557828,0,0,12
"849","Subject303","typepositive",460,105.534139241549,671.068278483097,248.931721516903,1,0,12
"850","Subject303","typesuicide",448.166666666667,103.141415130642,654.449496927951,241.883836405382,1,0,12
"851","Subject304","typenegative",506.416666666667,84.3611913504107,675.139049367488,337.694283965845,0,0,12
"852","Subject304","typeneutral",527.416666666667,134.27614580905,795.968958284767,258.864375048566,1,0,12
"853","Subject304","typepositive",535.583333333333,91.9371903513315,719.457714035996,351.70895263067,0,0,12
"854","Subject304","typesuicide",544.75,139.897446204516,824.544892409032,264.955107590968,0,0,12
"855","Subject305","typenegative",374.666666666667,70.1612860529656,514.989238772598,234.344094560736,1,0,12
"856","Subject305","typeneutral",421.083333333333,160.041164212287,741.165661757908,101.001004908759,1,0,12
"857","Subject305","typepositive",422.75,139.268298944552,701.286597889104,144.213402110896,1,0,12
"858","Subject305","typesuicide",431.583333333333,198.004342621493,827.59201857632,35.5746480903468,1,0,12
"859","Subject306","typenegative",524.416666666667,55.7795308388844,635.975728344436,412.857604988898,1,0,12
"860","Subject306","typeneutral",592.333333333333,77.3543597329651,747.042052799264,437.624613867403,0,0,12
"861","Subject306","typepositive",570.166666666667,111.634821329786,793.436309326239,346.897024007094,1,0,12
"862","Subject306","typesuicide",593.583333333333,179.261342145703,952.106017624739,235.060649041927,1,0,12
"863","Subject307","typenegative",909.5,536.883176728928,1983.26635345786,-164.266353457856,0,0,12
"864","Subject307","typeneutral",1173.91666666667,288.971360120163,1751.85938690699,595.973946426341,0,0,12
"865","Subject307","typepositive",1236.91666666667,246.862662714361,1730.64199209539,743.191341237945,0,0,12
"866","Subject307","typesuicide",1056.33333333333,550.627135568383,2157.5876044701,-44.9209378034327,0,0,12
"867","Subject308","typenegative",476.333333333333,116.917479316384,710.1682919661,242.498374700566,0,0,12
"868","Subject308","typeneutral",513.333333333333,247.436799399301,1008.20693213193,18.4597345347323,1,0,12
"869","Subject308","typepositive",499.333333333333,163.754435517073,826.842204367479,171.824462299188,1,0,12
"870","Subject308","typesuicide",424.666666666667,75.4204377091676,575.507542085002,273.825791248332,0,0,12
"871","Subject309","typenegative",446.583333333333,71.5051915894393,589.593716512212,303.572950154455,0,0,12
"872","Subject309","typeneutral",433.083333333333,54.4617602849314,542.006853903196,324.15981276347,0,0,12
"873","Subject309","typepositive",434.416666666667,95.670322493763,625.757311654193,243.076021679141,1,0,12
"874","Subject309","typesuicide",459.333333333333,127.661721559421,714.656776452175,204.009890214491,1,0,12
"875","Subject31","typenegative",429.583333333333,75.8352980098478,581.253929353029,277.912737313638,0,0,12
"876","Subject31","typeneutral",404,105.148380007406,614.296760014812,193.703239985188,1,0,12
"877","Subject31","typepositive",501.666666666667,146.165120409222,793.996907485111,209.336425848222,1,0,12
"878","Subject31","typesuicide",373.416666666667,58.2462770301999,489.909220727066,256.924112606267,0,0,12
"879","Subject310","typenegative",901.333333333333,359.866726172427,1621.06678567819,181.599880988479,0,1,12
"880","Subject310","typeneutral",998.666666666667,256.668280199572,1512.00322706581,485.330106267522,1,0,12
"881","Subject310","typepositive",794.166666666667,293.210700949872,1380.58806856641,207.745264766923,0,1,12
"882","Subject310","typesuicide",918.75,343.162067462962,1605.07413492592,232.425865074076,0,1,12
"883","Subject311","typenegative",430.5,43.7856348381729,518.071269676346,342.928730323654,0,0,12
"884","Subject311","typeneutral",451.333333333333,46.5096927011082,544.35271873555,358.313947931117,0,0,12
"885","Subject311","typepositive",504.5,70.4020919110686,645.304183822137,363.695816177863,0,0,12
"886","Subject311","typesuicide",445.166666666667,50.6212914840697,546.409249634806,343.924083698527,0,0,12
"887","Subject312","typenegative",490.333333333333,119.72341863519,729.780170603713,250.886496062953,1,0,12
"888","Subject312","typeneutral",500.416666666667,79.9311730443287,660.279012755324,340.554320578009,1,0,12
"889","Subject312","typepositive",452.083333333333,58.8595529179161,569.802439169166,334.364227497501,1,0,12
"890","Subject312","typesuicide",403.25,48.7947929412742,500.839585882548,305.660414117452,0,0,12
"891","Subject313","typenegative",545.5,93.1152755752489,731.730551150498,359.269448849502,0,0,12
"892","Subject313","typeneutral",519.25,133.668603099402,786.587206198804,251.912793801196,1,0,12
"893","Subject313","typepositive",527.333333333333,103.492936371464,734.319206076261,320.347460590406,0,0,12
"894","Subject313","typesuicide",502.416666666667,72.2186809543617,646.85402857539,357.979304757943,0,0,12
"895","Subject314","typenegative",439.166666666667,77.9205111675101,595.007689001687,283.325644331647,0,0,12
"896","Subject314","typeneutral",488.333333333333,97.9743318271153,684.281996987564,292.384669679103,1,0,12
"897","Subject314","typepositive",506.416666666667,176.303693733973,859.024054134612,153.809279198721,1,0,12
"898","Subject314","typesuicide",469.666666666667,87.4157603153754,644.498187297417,294.835146035916,0,0,12
"899","Subject315","typenegative",484.583333333333,98.1904071720148,680.964147677363,288.202518989304,1,0,12
"900","Subject315","typeneutral",507.166666666667,111.368212645614,729.903091957896,284.430241375438,0,0,12
"901","Subject315","typepositive",486.25,125.716943965402,737.683887930804,234.816112069196,1,0,12
"902","Subject315","typesuicide",452.5,97.4058986453546,647.311797290709,257.688202709291,0,0,12
"903","Subject317","typenegative",896.666666666667,306.221053053727,1509.10877277412,284.224560559213,0,1,12
"904","Subject317","typeneutral",926.166666666667,489.836676553491,1905.84001977365,-53.506686440316,0,0,12
"905","Subject317","typepositive",730.166666666667,326.058788155347,1382.28424297736,78.049090355973,0,1,12
"906","Subject317","typesuicide",812.333333333333,372.15620702098,1556.64574737529,68.0209192913736,0,1,12
"907","Subject318","typenegative",423.916666666667,93.9588481810795,611.834363028826,235.998970304508,0,0,12
"908","Subject318","typeneutral",504.416666666667,171.106802549717,846.630271766101,162.203061567232,1,0,12
"909","Subject318","typepositive",476.416666666667,131.187207201515,738.791081069697,214.042252263636,0,0,12
"910","Subject318","typesuicide",484.5,127.973363705819,740.446727411638,228.553272588362,1,0,12
"911","Subject319","typenegative",390.833333333333,29.4767499544775,449.786833242288,331.879833424378,0,0,12
"912","Subject319","typeneutral",393.166666666667,38.9261149389767,471.01889654462,315.314436788713,1,0,12
