"","SubjectID","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"112","Subject228",545.746031746032,132.792096569857,877.726273170675,213.765790321388,3,0
"113","Subject229",338.095238095238,48.9597314079558,460.494566615127,215.695909575349,1,1
"114","Subject23",365.703125,48.7711467159029,487.630991789757,243.775258210243,2,0
"115","Subject230",345.6875,41.8996817808123,450.436704452031,240.938295547969,1,0
"116","Subject231",396.936507936508,53.5539742857835,530.821443650967,263.051572222049,1,0
"117","Subject232",455.650793650794,71.5393324547387,634.499124787641,276.802462513947,2,0
"118","Subject233",427.47619047619,89.1173306237991,650.269517035688,204.682863916693,3,0
"119","Subject234",422.492063492063,44.2368526179733,533.084195036997,311.89993194713,1,0
"120","Subject236",365.875,78.9310528949862,563.202632237466,168.547367762534,1,0
"121","Subject237",357.015625,37.9609206687071,451.917926671768,262.113323328232,2,0
"122","Subject238",389.9375,62.1206902628276,545.239225657069,234.635774342931,1,0
"123","Subject239",285.311475409836,29.7419686546394,359.666397046435,210.956553773238,1,0
"124","Subject24",324.746031746032,47.5838710319586,443.705709325928,205.786354166135,1,0
"125","Subject240",357.046875,63.4966390030413,515.788472507603,198.305277492397,2,0
"126","Subject241",556.25,256.621702926113,1197.80425731528,-85.3042573152835,4,0
"127","Subject242",367.806451612903,167.326209200959,786.121974615301,-50.509071389495,2,0
"128","Subject243",414.5625,114.558625041629,700.959062604073,128.165937395927,3,0
"129","Subject244",410.203125,123.656356865525,719.344017163811,101.062232836189,2,0
"130","Subject245",447.682926829268,104.332267066423,708.513594495327,186.85225916321,2,0
"131","Subject246",405.03125,58.2855501573319,550.74512539333,259.31737460667,1,0
"132","Subject247",303.238095238095,40.2691406245023,403.910946799351,202.565243676839,2,0
"133","Subject248",361.761904761905,120.538939536983,663.109253604362,60.4145559194471,1,0
"134","Subject249",427.125,87.9212309805934,646.928077451484,207.321922548516,1,0
"135","Subject25",433.235294117647,112.937254833876,715.578431202336,150.892157032958,2,0
"136","Subject250",417.125,48.2491878375598,537.747969593899,296.502030406101,1,0
"137","Subject251",393.8125,76.5246873745837,585.124218436459,202.500781563541,1,0
"138","Subject252",494.984375,254.147157233289,1130.35226808322,-140.383518083221,3,0
"139","Subject253",376.31746031746,103.012812450344,633.849491443322,118.785429191599,2,0
"140","Subject254",473.109375,104.18498767455,733.571844186374,212.646905813626,1,0
"141","Subject255",410.453125,66.0014260758631,575.456690189658,245.449559810342,2,0
"142","Subject256",436.1875,65.7814744510366,600.641186127591,271.733813872409,1,0
"143","Subject257",393.968253968254,74.9627796361179,581.375203058549,206.561304877959,1,0
"144","Subject258",534.6875,100.622644899976,786.24411224994,283.13088775006,1,0
"145","Subject259",349.222222222222,65.1762979984943,512.162967218458,186.281477225986,1,0
"146","Subject26",542.6625,204.844859094556,1054.77464773639,30.5503522636109,2,0
"147","Subject260",464.734375,35.8038049709361,554.24388742734,375.22486257266,1,0
"148","Subject261",452.872093023256,150.636281584767,829.462796985175,76.2813890613371,2,0
"149","Subject262",318.857142857143,59.0663533780653,466.523026302306,171.19125941198,0,2
"150","Subject263",403.19512195122,198.493100574327,899.427873387036,-93.0376294845972,1,0
"151","Subject264",416.095238095238,115.219314683739,704.143524804586,128.046951385891,0,0
"152","Subject265",553.484375,188.360764305526,1024.38628576382,82.582464236185,1,0
"153","Subject266",287.222222222222,35.4061432816235,375.737580426281,198.706864018163,1,0
"154","Subject267",342.793650793651,62.2720769843162,498.473843254441,187.11345833286,1,0
"155","Subject268",441.0625,65.6529777851964,605.194944462991,276.930055537009,3,0
"156","Subject269",491.142857142857,301.902023730834,1245.89791646994,-263.612202184228,2,0
"157","Subject27",429.25,73.3967258471341,612.741814617835,245.758185382165,1,0
"158","Subject270",437.375,71.2884816716391,615.596204179098,259.153795820902,2,0
"159","Subject271",486.375,108.576576736758,757.816441841894,214.933558158106,1,0
"160","Subject272",428.918918918919,196.832573089294,921.000351642154,-63.1625138043159,2,0
"161","Subject273",284.928571428571,78.5402866265245,481.279287994883,88.5778548622602,1,1
"162","Subject274",455.854838709677,164.352863767755,866.736998129064,44.9726792902911,2,0
"163","Subject276",473.147058823529,219.657327113674,1022.29037660772,-75.9962589606563,1,0
"164","Subject277",601.904761904762,246.39266552014,1217.88642570511,-14.0769018955892,2,0
"165","Subject278",320.984375,41.3979879073582,424.479344768396,217.489405231604,2,0
"166","Subject279",306.258064516129,63.9630875837125,466.16578347541,146.350345556848,2,0
"167","Subject28",435.920634920635,181.098912697552,888.667916664515,-16.8266468232449,1,0
"168","Subject280",371.390625,71.8206799567119,550.94232489178,191.83892510822,1,0
"169","Subject281",342.920634920635,48.1262793168212,463.236333212688,222.604936628582,1,0
"170","Subject283",390.15625,84.8182405415924,602.201851353981,178.110648646019,2,0
"171","Subject284",301.08064516129,59.5381950383903,449.926132757266,152.235157565315,4,0
"172","Subject285",400.746031746032,82.5320989859778,607.076279210976,194.415784281087,2,0
"173","Subject286",457,115.985725520816,746.964313802041,167.035686197959,2,0
"174","Subject287",320.403225806452,72.6246717048914,501.96490506868,138.841546544223,2,0
"175","Subject288",344.0625,50.2513918309969,469.690979577492,218.434020422508,2,0
"176","Subject289",397.859375,100.493522998662,649.093182496654,146.625567503346,2,0
"177","Subject29",470.147058823529,121.274577603493,773.333502832261,166.960614814798,1,0
"178","Subject290",424.596774193548,100.742564250264,676.45318481921,172.740363567887,1,0
"179","Subject291",450.56,112.404546352967,731.571365882418,169.548634117582,1,0
"180","Subject292",410.71875,70.0463494511211,585.834623627803,235.602876372197,1,0
"181","Subject293",320.21875,43.7291333457982,429.541583364496,210.895916635504,2,0
"182","Subject294",426.03125,54.1590745595127,561.428936398782,290.633563601218,2,0
"183","Subject295",379.53125,41.7163394390073,483.822098597518,275.240401402482,0,0
"184","Subject296",371.609375,48.0999677218319,491.85929430458,251.35945569542,2,1
"185","Subject297",488.80701754386,126.328715008065,804.628805064023,172.985230023697,2,0
"186","Subject298",358.390625,129.517372394533,682.184055986332,34.5971940136677,2,0
"187","Subject299",391.888888888889,83.0074056375755,599.407402982828,184.37037479495,0,0
"188","Subject3",365.328125,72.5433761183665,546.686565295916,183.969684704084,3,0
"189","Subject30",346.653846153846,49.8717894667455,471.33331982071,221.974372486982,0,1
"190","Subject300",331.53125,51.9896109127308,461.505277281827,201.557222718173,1,1
"191","Subject301",340.245901639344,90.3876200478998,566.214951759094,114.276851519595,2,1
"192","Subject302",462.412698412698,88.2141154165826,682.947986954155,241.877409871242,1,0
"193","Subject303",391.84126984127,64.8027295196754,553.848093640458,229.834446042081,2,0
"194","Subject304",444.772727272727,127.803795947338,764.282217141072,125.263237404382,2,1
"195","Subject305",346.904761904762,87.4909606917479,565.632163634132,128.177360175392,2,0
"196","Subject306",422.671875,74.2011540336175,608.174760084044,237.168989915956,1,0
"197","Subject307",436.625,143.311792401288,794.90448100322,78.3455189967802,3,0
"198","Subject308",453.5,85.6682416012353,667.670604003088,239.329395996912,3,0
"199","Subject309",365.8125,58.8497886066519,512.93697151663,218.68802848337,3,0
"200","Subject31",299.640625,47.8646793550516,419.302323387629,179.978926612371,3,0
"201","Subject310",562.859375,130.926474845526,890.175562113815,235.543187886185,2,0
"202","Subject311",414.125,43.0132869837084,521.658217459271,306.591782540729,0,0
"203","Subject312",328.015873015873,32.0017600642437,408.020273176482,248.011472855264,2,0
"204","Subject313",379.1875,69.8733264274125,553.870816068531,204.504183931469,1,0
"205","Subject314",414.828125,66.5290376243503,581.150719060876,248.505530939124,0,0
"206","Subject316",473.120689655172,308.365702099139,1244.03494490302,-297.793565592675,3,0
"207","Subject317",433.763779527559,192.788289865882,915.734504192264,-48.2069451371459,4,0
"208","Subject318",325.238095238095,58.8474556924482,472.356734469216,178.119456006975,1,0
"209","Subject319",304.984375,34.2838256961658,390.693939240415,219.274810759585,1,1
"210","Subject32",474.847826086957,260.528861049239,1126.16997871005,-176.47432653614,2,0
"211","Subject322",350.125,42.8876346555648,457.344086638912,242.905913361088,1,0
"212","Subject323",342.677419354839,53.5092375029688,476.450513112261,208.904325597417,1,0
"213","Subject324",406.21875,106.921343103756,673.52210775939,138.91539224061,1,0
"214","Subject325",376.9375,50.2049371505006,502.449842876251,251.425157123749,1,0
"215","Subject326",445.93023255814,177.774454835338,890.366369646486,1.49409546979382,7,0
"216","Subject327",362.375,39.1365132154957,460.216283038739,264.533716961261,1,1
"217","Subject328",374.265625,43.9173980015008,484.059120003752,264.472129996248,0,0
"218","Subject329",446.71875,161.202866250267,849.725915625668,43.7115843743316,2,0
"219","Subject33",441.848484848485,153.689240273214,826.071585531519,57.6253841654509,1,0
"220","Subject330",349.03125,58.6219983493926,495.586245873482,202.476254126518,2,0
"221","Subject331",398.890625,42.1008302853315,504.142700713329,293.638549286671,0,1
"222","Subject332",497.587301587302,89.9529688800935,722.469723787535,272.704879387068,1,0
"223","Subject333",459.724137931034,167.088462031286,877.445293009251,42.0029828528184,2,0
"224","Subject34",403.03125,68.1026230178013,573.287807544503,232.774692455497,2,0
"225","Subject35",360.640625,58.3583258535453,506.536439633863,214.744810366137,2,0
"226","Subject36",402.222222222222,79.8570182837778,601.864767931667,202.579676512778,2,0
"227","Subject37",409.3,192.919804635004,891.59951158751,-72.9995115875103,1,0
"228","Subject38",385.765625,48.6727791945746,507.447572986436,264.083677013564,2,0
"229","Subject39",384.444444444444,83.2306894736004,592.521168128445,176.367720760443,2,0
"230","Subject4",406.467741935484,173.215275680997,839.505931137976,-26.5704472670087,1,0
"231","Subject40",409.765625,70.7171298229561,586.55844955739,232.97280044261,2,0
"232","Subject41",475.390625,98.6567912026173,722.032603006543,228.748646993457,2,0
"233","Subject42",353.515625,81.4526821812751,557.147330453188,149.883919546812,2,0
"234","Subject43",454.588235294118,135.737518014702,793.932030330872,115.244440257364,1,0
"235","Subject44",482.46875,176.730533716217,924.295084290543,40.6424157094566,1,0
"236","Subject45",424.8,113.884457083561,709.511142708902,140.088857291098,1,0
"237","Subject46",486.913043478261,346.315792967196,1352.70252589625,-378.87643893973,1,0
"238","Subject47",328.125,36.2138708845719,418.65967721143,237.59032278857,0,0
"239","Subject48",320.645161290323,56.4388822995234,461.742367039131,179.547955541514,0,1
"240","Subject49",416.484375,94.1557291899208,651.873697974802,181.095052025198,1,0
"241","Subject5",424.8125,94.677711461669,661.506778654172,188.118221345828,1,0
"242","Subject50",350.657894736842,186.188842861915,816.13000189163,-114.814212417946,1,0
"243","Subject51",431.109375,83.6806319567589,640.310954891897,221.907795108103,3,0
"244","Subject52",454.765625,75.5291896033769,643.588599008442,265.942650991558,1,0
"245","Subject55",318.515625,43.1608259286273,426.417689821568,210.613560178432,1,0
"246","Subject56",327.015625,56.8452346671652,469.128711667913,184.902538332087,3,0
"247","Subject57",542.140625,207.203670003924,1060.14980000981,24.1314499901888,2,0
"248","Subject58",428.202702702703,104.480578221371,689.40414825613,167.001257149275,2,0
"249","Subject59",494.65625,137.288621795847,837.877804489618,151.434695510382,1,0
"250","Subject6",348.953125,38.908288457786,446.223846144465,251.682403855535,3,0
"251","Subject60",432.796875,60.8717568641662,584.976267160415,280.617482839585,0,0
"252","Subject61",492.78125,118.06071463984,787.933036599601,197.629463400399,2,0
"253","Subject62",386.203125,73.0575289053901,568.846947263475,203.559302736525,1,0
"254","Subject63",447.75,93.4614766577525,681.403691644381,214.096308355619,2,0
"255","Subject64",390.046875,136.618508319613,731.593145799033,48.5006042009673,3,0
"256","Subject65",424.21875,67.9737271257438,594.153067814359,254.28443218564,2,0
"257","Subject66",401.96875,183.980672617602,861.920431544006,-57.982931544006,1,0
"258","Subject67",289.984126984127,43.1660305749384,397.899203421473,182.069050546781,2,0
"259","Subject68",377.422222222222,200.11344972053,877.705846523548,-122.861402079103,1,0
"260","Subject69",420.078125,188.20128575101,890.581339377525,-50.4250893775251,1,0
"261","Subject7",397.640625,83.3332127975319,605.97365699383,189.30759300617,1,0
"262","Subject70",397.28125,90.423249705491,623.339374263728,171.223125736272,0,0
"263","Subject71",367.015873015873,58.9465290951954,514.382195753861,219.649550277885,2,0
"264","Subject72",406.126984126984,60.1668358074479,556.544073645604,255.709894608365,1,0
"265","Subject73",440.328125,171.719044685031,869.625736712578,11.0305132874224,1,0
"266","Subject74",397.125,76.6555892618364,588.763973154591,205.486026845409,3,0
"267","Subject75",369.5,58.1131900444543,514.782975111136,224.217024888864,2,0
"268","Subject76",369.21875,62.8948401118757,526.455850279689,211.981649720311,2,0
"269","Subject78",350.507936507937,71.3948297160897,528.995010798161,172.020862217712,2,0
"270","Subject79",446.515625,90.8394698123764,673.614299530941,219.416950469059,3,0
"271","Subject8",298.15873015873,45.0938828371348,410.893437251567,185.424023065893,1,0
"272","Subject80",494.541666666667,236.0712823753,1084.71987260492,-95.6365392715845,1,0
"273","Subject82",286.126984126984,40.7587283600949,388.023805027221,184.230163226747,2,0
"274","Subject83",365.421875,64.3701608598812,526.347277149703,204.496472850297,1,0
"275","Subject84",371.125,53.8576901997365,505.769225499341,236.480774500659,2,0
"276","Subject86",349.571428571429,70.8760194864867,526.761477287645,172.381379855212,2,0
"277","Subject87",495.416666666667,252.077440942033,1125.61026902175,-134.776935688415,1,0
"278","Subject88",404.421875,69.3328307416537,577.753951854134,231.089798145866,1,0
"279","Subject89",431.65306122449,125.665818579213,745.817607672522,117.488514776457,3,0
"280","Subject9",463.140151515152,158.363042360128,859.047757415472,67.2325456148311,13,1
"281","Subject90",356.492063492063,138.444221097707,702.602616236331,10.3815107477963,2,0
"282","Subject91",421.09375,70.7877934841114,598.063233710279,244.124266289721,2,0
"283","Subject92",504.222222222222,239.862893931731,1103.87945705155,-95.4350126071044,1,0
"284","Subject93",326.34375,45.6578784557426,440.488446139357,212.199053860643,2,0
"285","Subject94",395.08,118.609977095802,691.604942739505,98.5550572604951,0,0
"286","Subject95",335.40625,57.7899092498951,479.881023124738,190.931476875262,2,0
"287","Subject96",357.125,79.5861318381059,556.090329595265,158.159670404735,2,0
"288","Subject97",257.188888888889,150.672492098445,633.870119135002,-119.492341357224,1,0
"289","Subject98",425.338709677419,112.080320079519,705.539509876217,145.137909478622,3,0
"290","Subject99",423.40625,84.5089867955258,634.678716988814,212.133783011186,2,0
