"","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"529","Subject164","num1","negative",420,106.313430264221,632.626860528443,207.373139471557,0,0,"Subject164","num2","negative",624.666666666667,168.509544734613,961.685756135893,287.64757719744,0,0,"Subject164","num1","positive",471.166666666667,55.0352504117024,581.237167490071,361.096165843262,0,0,"Subject164","num2","positive",377.5,13.2790561913614,404.058112382723,350.941887617277,0,0,"Subject164","num1","suicide",611.833333333333,209.057118481717,1029.94757029677,193.719096369899,0,0,"Subject164","num2","suicide",486.5,28.2901631902917,543.080326380583,429.919673619417,0,0,"Subject164","num1","neutral",557.5,129.247823966208,815.995647932417,299.004352067583,0,0,"Subject164","num2","neutral",338,0,338,338,0,0
"537","Subject17","num1","negative",368.166666666667,50.6769327717406,469.520532210148,266.812801123186,0,0,"Subject17","num2","negative",367.333333333333,72.6902936290588,512.713920591451,221.952746075216,0,0,"Subject17","num1","positive",383.666666666667,42.9361753247207,469.539017316108,297.794316017225,0,0,"Subject17","num2","positive",362.5,25.3538593081642,413.207718616328,311.792281383672,0,0,"Subject17","num1","suicide",393.333333333333,63.8226709981127,520.978675329559,265.687991337108,0,0,"Subject17","num2","suicide",417.666666666667,175.04458306559,767.755832797846,67.5775005354877,2,0,"Subject17","num1","neutral",369.833333333333,18.3046607742565,406.442654881846,333.22401178482,0,0,"Subject17","num2","neutral",361.5,25.1016116831352,411.70322336627,311.29677663373,0,0
"545","Subject181","num1","negative",668.166666666667,124.591575180911,917.349817028489,418.983516304845,0,0,"Subject181","num2","negative",939.8,356.16001397624,1652.12002795248,227.47997204752,0,0,"Subject181","num1","positive",572.666666666667,208.189307791702,989.04528225007,156.288051083263,0,0,"Subject181","num2","positive",903.666666666667,258.572069550281,1420.81080576723,386.522527566105,0,0,"Subject181","num1","suicide",620.2,287.219157516424,1194.63831503285,45.7616849671518,0,0,"Subject181","num2","suicide",772.5,202.326244197111,1177.15248839422,367.847511605778,0,0,"Subject181","num1","neutral",621.666666666667,170.506909128651,962.680484923969,280.652848409365,0,0,"Subject181","num2","neutral",699,209.974890273705,1118.94978054741,279.05021945259,0,0
"553","Subject182","num1","negative",365.5,33,431.5,299.5,0,0,"Subject182","num2","negative",374.5,44.6185856097903,463.73717121958,285.26282878042,0,0,"Subject182","num1","positive",382.333333333333,43.6209568761149,469.575247085563,295.091419581103,0,0,"Subject182","num2","positive",358.333333333333,14.1121052699983,386.55754387333,330.109122793337,0,0,"Subject182","num1","suicide",394,32.4849615556603,458.969923111321,329.030076888679,0,0,"Subject182","num2","suicide",355.666666666667,20.8079238985944,397.282514463856,314.050818869478,0,0,"Subject182","num1","neutral",387.166666666667,42.2133829131201,471.593432492907,302.739900840427,0,0,"Subject182","num2","neutral",419.833333333333,97.4090096013462,614.651352536026,225.015314130641,2,0
"561","Subject183","num1","negative",510.666666666667,59.2519019001743,629.170470467015,392.162862866318,0,0,"Subject183","num2","negative",570.666666666667,97.3011569896019,765.26898064587,376.064352687463,0,0,"Subject183","num1","positive",578.333333333333,106.991361871655,792.316057076644,364.350609590023,0,0,"Subject183","num2","positive",603,80.2835882696741,763.567176539348,442.432823460652,0,0,"Subject183","num1","suicide",549.333333333333,108.859653877937,767.052641089207,331.614025577459,0,0,"Subject183","num2","suicide",587.166666666667,71.5247361322492,730.216138931165,444.117194402168,0,0,"Subject183","num1","neutral",608.666666666667,186.506316409408,981.679299485482,235.654033847851,0,0,"Subject183","num2","neutral",694.166666666667,378.633627986771,1451.43392264021,-63.1005893068748,2,0
"569","Subject184","num1","negative",401.333333333333,91.9420107096497,585.217354752633,217.449311914034,0,0,"Subject184","num2","negative",377.4,95.5349848659293,568.469969731858,186.330030268141,0,0,"Subject184","num1","positive",342.666666666667,68.1193248956742,478.905316458015,206.428016875318,0,0,"Subject184","num2","positive",362.5,32.8675026016996,428.235005203399,296.764994796601,0,2,"Subject184","num1","suicide",428.833333333333,98.2416624575554,625.316658248444,232.350008418223,0,0,"Subject184","num2","suicide",382.666666666667,87.3564623548339,557.379591376334,207.953741956999,2,0,"Subject184","num1","neutral",325.5,54.0132258935584,433.526451787117,217.473548212883,0,0,"Subject184","num2","neutral",351.6,30.4236749916903,412.447349983381,290.752650016619,0,0
"577","Subject186","num1","negative",733.166666666667,215.679405740571,1164.52547814781,301.807855185524,0,0,"Subject186","num2","negative",533.166666666667,222.147712256071,977.462091178808,88.8712421545249,2,0,"Subject186","num1","positive",528,136.867553761756,801.735107523513,254.264892476487,0,0,"Subject186","num2","positive",546.333333333333,112.265378240645,770.864089814624,321.802576852043,0,0,"Subject186","num1","suicide",676.5,212.480373425192,1101.46074685038,251.539253149616,0,0,"Subject186","num2","suicide",467.5,68.1408968108126,603.781793621625,331.218206378375,2,0,"Subject186","num1","neutral",543.833333333333,109.212747618693,762.258828570719,325.407838095948,0,0,"Subject186","num2","neutral",421.833333333333,71.1960587945624,564.225450922458,279.441215744208,0,0
"585","Subject187","num1","negative",435.166666666667,76.6275921505294,588.421850967726,281.911482365608,0,0,"Subject187","num2","negative",445.333333333333,64.4181416193992,574.169616572132,316.497050094535,0,0,"Subject187","num1","positive",444.8,77.6241657675695,600.048331535139,289.551668464861,0,0,"Subject187","num2","positive",551.166666666667,170.072088102414,891.310842871494,211.022490461839,0,0,"Subject187","num1","suicide",460.333333333333,75.1063891887348,610.546111710803,310.120554955864,0,0,"Subject187","num2","suicide",608.833333333333,139.439679583769,887.712692500872,329.953974165795,0,0,"Subject187","num1","neutral",400.5,62.8671036971859,526.234207394372,274.765792605628,0,0,"Subject187","num2","neutral",546.666666666667,210.566911556456,967.800489779578,125.532843553755,0,0
"593","Subject188","num1","negative",441.833333333333,50.0814488124247,541.996230958183,341.670435708484,0,0,"Subject188","num2","negative",511.333333333333,161.047329764397,833.427992862127,189.238673804539,0,0,"Subject188","num1","positive",438.6,62.3274507028092,563.254901405618,313.945098594382,0,0,"Subject188","num2","positive",433.333333333333,102.033268490174,637.399870313681,229.266796352986,0,0,"Subject188","num1","suicide",403,78.7446967911317,560.489393582263,245.510606417737,0,0,"Subject188","num2","suicide",379.666666666667,58.4268514443228,496.520369555312,262.812963778021,0,0,"Subject188","num1","neutral",424.5,83.9626540357514,592.425308071503,256.574691928497,0,0,"Subject188","num2","neutral",402.333333333333,84.4547574776345,571.242848288602,233.423818378064,0,0
"601","Subject189","num1","negative",469.166666666667,31.996685434399,533.160037535465,405.173295797869,0,0,"Subject189","num2","negative",458,36.1260419793106,530.252083958621,385.747916041379,0,0,"Subject189","num1","positive",516.833333333333,91.6761427608904,700.185618855114,333.481047811553,2,0,"Subject189","num2","positive",466.166666666667,27.152208459763,520.471083586193,411.862249747141,0,0,"Subject189","num1","suicide",455.333333333333,30.9231696991499,517.179672731633,393.486993935033,0,0,"Subject189","num2","suicide",437,64.9979020640457,566.995804128091,307.004195871909,0,0,"Subject189","num1","neutral",488.166666666667,59.0975054593267,606.36167758532,369.971655748013,0,0,"Subject189","num2","neutral",477.833333333333,59.8525967133702,597.538526760074,358.128139906593,0,0
"609","Subject19","num1","negative",418.666666666667,36.50985753149,491.686381729647,345.646951603687,0,0,"Subject19","num2","negative",554.2,116.87676320714,787.953526414279,320.446473585721,0,0,"Subject19","num1","positive",500.166666666667,158.35336396423,816.873394595127,183.459938738207,0,0,"Subject19","num2","positive",459.5,56.9680931431239,573.436186286248,345.563813713752,0,0,"Subject19","num1","suicide",405.333333333333,80.1785885421168,565.690510417567,244.9761562491,0,0,"Subject19","num2","suicide",393.4,148.120971581415,689.641943162829,97.1580568371709,0,0,"Subject19","num1","neutral",393.5,80.4662549260134,554.432509852027,232.567490147973,0,0,"Subject19","num2","neutral",387.166666666667,76.0727323425457,539.312131351758,235.021201981575,0,0
"617","Subject190","num1","negative",576.5,56.226004983136,688.952009966272,464.047990033728,0,0,"Subject190","num2","negative",569.666666666667,47.1960450320434,664.058756730753,475.27457660258,0,0,"Subject190","num1","positive",634,59.5240380947992,753.048076189599,514.951923810401,0,0,"Subject190","num2","positive",550.2,51.2657563855034,652.731512771007,447.668487228993,0,0,"Subject190","num1","suicide",641.333333333333,108.448004578091,858.229342489516,424.437324177151,0,0,"Subject190","num2","suicide",570,49.3211053056542,668.642210611308,471.357789388692,0,0,"Subject190","num1","neutral",677,91.8021588179514,860.604317635903,493.395682364097,0,0,"Subject190","num2","neutral",532,34.5137653697767,601.027530739554,462.972469260447,0,0
"625","Subject191","num1","negative",455.5,47.6683619109439,550.836723821888,360.163276178112,0,0,"Subject191","num2","negative",735.333333333333,305.754308178474,1346.84194969028,123.824716976386,0,0,"Subject191","num1","positive",602,268.511121226332,1139.02224245267,64.977757547335,0,0,"Subject191","num2","positive",770,91.9169585698269,953.833917139654,586.166082860346,0,2,"Subject191","num1","suicide",568.833333333333,232.897493383339,1034.62832010001,103.038346566655,0,0,"Subject191","num2","suicide",721.333333333333,148.495076951352,1018.32348723604,424.34317943063,0,0,"Subject191","num1","neutral",664.666666666667,219.663930640063,1103.99452794679,225.338805386541,0,0,"Subject191","num2","neutral",776,217.763842060823,1211.52768412165,340.472315878355,0,0
"633","Subject192","num1","negative",673.333333333333,186.24194104997,1045.81721543327,300.849451233393,0,0,"Subject192","num2","negative",748.5,155.849286170967,1060.19857234193,436.801427658066,0,0,"Subject192","num1","positive",521,72.1110255092798,665.22205101856,376.77794898144,0,0,"Subject192","num2","positive",671,228.031895695636,1127.06379139127,214.936208608728,0,0,"Subject192","num1","suicide",620,105.178635922631,830.357271845263,409.642728154737,0,0,"Subject192","num2","suicide",601,99.5955457200407,800.191091440081,401.808908559919,0,0,"Subject192","num1","neutral",506.166666666667,90.9193782058222,688.005423078311,324.327910255022,0,0,"Subject192","num2","neutral",822.833333333333,308.953316077286,1440.73996548791,204.926701178761,0,0
"641","Subject193","num1","negative",378,69.9610281124102,517.92205622482,238.07794377518,0,0,"Subject193","num2","negative",383.5,42.8050549266407,469.110109853281,297.889890146719,0,0,"Subject193","num1","positive",389.833333333333,46.2696313782462,482.372596089826,297.294070576841,0,0,"Subject193","num2","positive",429.666666666667,116.548338261492,662.763343189651,196.569990143683,0,0,"Subject193","num1","suicide",384.5,34.5029642995286,453.505928599057,315.494071400943,0,0,"Subject193","num2","suicide",346.5,49.4285526612081,445.357105322416,247.642894677584,0,0,"Subject193","num1","neutral",362.666666666667,59.6067923727632,481.880251412193,243.45308192114,0,0,"Subject193","num2","neutral",317.833333333333,49.2024266462416,416.238186625817,219.42848004085,0,0
"649","Subject194","num1","negative",483.333333333333,56.5385360670584,596.41040546745,370.256261199217,0,0,"Subject194","num2","negative",463.666666666667,53.8943973025588,571.455461271784,355.877872061549,0,0,"Subject194","num1","positive",543.5,213.467263830482,970.434527660964,116.565472339035,2,0,"Subject194","num2","positive",498.333333333333,95.0763648417163,688.486063016766,308.180603649901,0,0,"Subject194","num1","suicide",454.5,45.725465353763,545.950930707526,363.049069292474,0,0,"Subject194","num2","suicide",424,59.6352549786084,543.270509957217,304.729490042783,0,0,"Subject194","num1","neutral",498,110.14700920299,718.294018405981,277.705981594019,0,0,"Subject194","num2","neutral",418.166666666667,89.7601180250939,597.686902716855,238.646430616479,0,0
"657","Subject195","num1","negative",632.5,124.091974687399,880.683949374799,384.316050625201,2,0,"Subject195","num2","negative",532.333333333333,38.9622972379787,610.257927809291,454.408738857376,0,0,"Subject195","num1","positive",539.333333333333,73.2360235916393,685.805380516612,392.861286150055,0,0,"Subject195","num2","positive",670,250.182478857479,1170.36495771496,169.635042285043,0,0,"Subject195","num1","suicide",639.833333333333,160.568780693301,960.970894719935,318.695771946732,0,0,"Subject195","num2","suicide",584.333333333333,265.603714833459,1115.54076300025,53.1259036664156,2,0,"Subject195","num1","neutral",538.833333333333,55.8290138537194,650.491361040772,427.175305625895,0,0,"Subject195","num2","neutral",534,101.438741030329,736.877482060658,331.122517939342,0,0
"665","Subject196","num1","negative",695,154.417380086334,1003.83476017267,386.165239827332,0,0,"Subject196","num2","negative",1074.5,388.813463103979,1852.12692620796,296.873073792042,2,0,"Subject196","num1","positive",612.4,191.847856386252,996.095712772504,228.704287227496,0,0,"Subject196","num2","positive",1123.83333333333,489.705075127939,2103.24348358921,144.423183077455,0,0,"Subject196","num1","suicide",883,499.35202457229,1881.70404914458,-115.704049144579,0,0,"Subject196","num2","suicide",1235.83333333333,205.579815658203,1646.99296464974,824.673702016928,0,0,"Subject196","num1","neutral",761.8,395.384145132581,1552.56829026516,-28.9682902651629,0,0,"Subject196","num2","neutral",1030.83333333333,217.761685140319,1466.35670361397,595.309963052695,0,0
"673","Subject197","num1","negative",468.666666666667,70.3954199612102,609.457506589087,327.875826744246,0,0,"Subject197","num2","negative",426.8,17.5296574093417,461.859314818683,391.740685181317,0,0,"Subject197","num1","positive",649.5,201.805261666696,1053.11052333339,245.889476666608,0,0,"Subject197","num2","positive",505.8,60.2638642416277,626.327728483255,385.272271516745,0,0,"Subject197","num1","suicide",578.5,139.411425121994,857.322850243989,299.677149756011,0,0,"Subject197","num2","suicide",496.666666666667,78.6861814521149,654.039029570896,339.294303762437,0,0,"Subject197","num1","neutral",568.166666666667,181.595371053006,931.357408772678,204.975924560655,0,0,"Subject197","num2","neutral",502.5,80.9281387180234,664.356277436047,340.643722563953,0,0
"681","Subject198","num1","negative",394.833333333333,56.2798742218232,507.39308177698,282.273584889687,0,0,"Subject198","num2","negative",502.333333333333,51.5034567830749,605.340246899483,399.326419767184,0,0,"Subject198","num1","positive",416.833333333333,24.2818051348342,465.396943603002,368.269723063665,0,0,"Subject198","num2","positive",560.666666666667,137.033063915468,834.732794497602,286.600538835732,0,0,"Subject198","num1","suicide",417,79.3839919745674,575.767983949135,258.232016050865,0,0,"Subject198","num2","suicide",485.333333333333,169.155836345356,823.645006024046,147.021660642621,2,0,"Subject198","num1","neutral",428.166666666667,58.2765091194687,544.719684905604,311.613648427729,0,0,"Subject198","num2","neutral",493,57.9717799685957,608.943559937191,377.056440062809,0,0
"689","Subject199","num1","negative",447.333333333333,54.6914208551169,556.716175043567,337.9504916231,0,0,"Subject199","num2","negative",418.166666666667,35.9667354732962,490.100137613259,346.233195720074,0,0,"Subject199","num1","positive",421.833333333333,144.923072592659,711.67947851865,131.987188148016,2,0,"Subject199","num2","positive",408,23.1987460476168,454.397492095234,361.602507904766,0,0,"Subject199","num1","suicide",424,89.805851196294,603.611702392588,244.388297607412,0,0,"Subject199","num2","suicide",442.666666666667,120.163020581007,682.992707828681,202.340625504653,0,0,"Subject199","num1","neutral",389.833333333333,36.7518294741496,463.336992281632,316.329674385034,0,0,"Subject199","num2","neutral",393.833333333333,64.7720946274261,523.377522588186,264.289144078481,0,0
"697","Subject2","num1","negative",477.333333333333,45.8482344922965,569.029802317926,385.63686434874,0,0,"Subject2","num2","negative",540.166666666667,91.2128712342062,722.592409135079,357.740924198254,0,0,"Subject2","num1","positive",492.8,157.792268505146,808.384537010292,177.215462989709,0,0,"Subject2","num2","positive",570.5,55.817071354071,682.134142708142,458.865857291858,0,0,"Subject2","num1","suicide",416.5,29.8831055949679,476.266211189936,356.733788810064,0,0,"Subject2","num2","suicide",484.666666666667,85.3733334279859,655.413333522639,313.919999810695,2,0,"Subject2","num1","neutral",439.666666666667,69.7258701609164,579.118406988499,300.214926344834,0,0,"Subject2","num2","neutral",526.833333333333,53.3748891135034,633.58311156034,420.083555106326,0,0
"705","Subject20","num1","negative",562.666666666667,82.5913635517257,727.849393770118,397.483939563215,0,0,"Subject20","num2","negative",737.166666666667,184.461295932154,1106.08925853097,368.244074802359,0,0,"Subject20","num1","positive",732,497.796964817804,1727.59392963561,-263.593929635608,2,0,"Subject20","num2","positive",713.833333333333,62.2850242227154,838.403381778764,589.263284887903,0,0,"Subject20","num1","suicide",701.833333333333,102.714815549332,907.262964431998,496.403702234669,0,0,"Subject20","num2","suicide",621.833333333333,137.464595992987,896.762525319308,346.904141347359,0,0,"Subject20","num1","neutral",598.833333333333,146.316489677395,891.466312688123,306.200353978544,0,0,"Subject20","num2","neutral",678.666666666667,138.361406424909,955.389479516484,401.943853816849,0,0
"713","Subject200","num1","negative",604.5,161.958187645622,928.416375291244,280.583624708756,0,0,"Subject200","num2","negative",660.166666666667,165.146124460256,990.458915587179,329.874417746154,0,0,"Subject200","num1","positive",669.2,36.9227421637246,743.045484327449,595.354515672551,0,0,"Subject200","num2","positive",684.833333333333,187.002592754672,1058.83851884268,310.828147823989,0,0,"Subject200","num1","suicide",550.5,114.955722701474,780.411445402948,320.588554597052,0,0,"Subject200","num2","suicide",583,104.512722148593,792.025444297187,373.974555702813,0,0,"Subject200","num1","neutral",485.8,60.5140938588322,606.828187717664,364.771812282336,0,0,"Subject200","num2","neutral",779.666666666667,264.315009491372,1308.29668564941,251.036647683922,0,0
"721","Subject201","num1","negative",554.5,178.047746405283,910.595492810566,198.404507189434,0,0,"Subject201","num2","negative",507,71.1745613391342,649.349122678268,364.650877321732,0,0,"Subject201","num1","positive",731.666666666667,484.136219248136,1699.93910516294,-236.605771829604,2,0,"Subject201","num2","positive",485,66.8403797388702,618.68075947774,351.31924052226,0,0,"Subject201","num1","suicide",640,245.492454984966,1130.98490996993,149.015090030068,0,0,"Subject201","num2","suicide",551.333333333333,211.625455305673,974.584243944679,128.082422721988,2,0,"Subject201","num1","neutral",648.5,282.517738783377,1213.53547756675,83.4645224332451,2,0,"Subject201","num2","neutral",565.333333333333,191.751417362704,948.836168058742,181.830498607925,0,0
"729","Subject202","num1","negative",525.666666666667,144.86817414045,815.403014947567,235.930318385766,0,0,"Subject202","num2","negative",413.5,23.9905284340603,461.481056868121,365.518943131879,0,0,"Subject202","num1","positive",418.666666666667,17.2959970846296,453.258660835926,384.074672497408,0,0,"Subject202","num2","positive",433.166666666667,42.9308817293636,519.028430125394,347.304903207939,0,0,"Subject202","num1","suicide",483.8,101.244259096504,686.288518193008,281.311481806992,0,0,"Subject202","num2","suicide",423.833333333333,43.3690994589326,510.571532251199,337.095134415468,0,0,"Subject202","num1","neutral",430.666666666667,58.3240685283269,547.31480372332,314.018529610013,0,0,"Subject202","num2","neutral",432.166666666667,48.7196681085376,529.606002883742,334.727330449591,0,0
"737","Subject203","num1","negative",585.4,157.51909937105,900.4381987421,270.3618012579,0,0,"Subject203","num2","negative",578.333333333333,221.015562320572,1020.36445797448,136.302208692189,2,0,"Subject203","num1","positive",494.166666666667,93.7722902793913,681.711247225449,306.622086107884,0,0,"Subject203","num2","positive",414.2,51.0311451740775,516.262290348155,312.137709651845,0,0,"Subject203","num1","suicide",690.666666666667,323.779198987473,1338.22506464161,43.1082686917205,0,0,"Subject203","num2","suicide",415.5,38.7098765879529,492.919753175906,338.080246824094,0,0,"Subject203","num1","neutral",707.333333333333,450.233340176025,1607.80001368538,-193.133347018717,2,0,"Subject203","num2","neutral",509.4,82.598358875276,674.596717750552,344.203282249448,0,0
"745","Subject204","num1","negative",350.166666666667,65.105276051154,480.377218768975,219.956114564359,2,0,"Subject204","num2","negative",356,55.281099844341,466.562199688682,245.437800311318,0,0,"Subject204","num1","positive",308.333333333333,24.5146832932775,357.362699919888,259.303966746778,0,0,"Subject204","num2","positive",336.333333333333,43.8371642524579,424.007661838249,248.659004828418,0,0,"Subject204","num1","suicide",486.666666666667,155.901678417307,798.47002350128,174.863309832053,0,0,"Subject204","num2","suicide",356.833333333333,11.1586357371836,379.150604807701,334.516061858966,0,0,"Subject204","num1","neutral",328.5,78.9401384249195,486.380276849839,170.619723150161,0,0,"Subject204","num2","neutral",336.166666666667,61.6483183186302,459.463303303927,212.870030029406,0,0
"753","Subject205","num1","negative",514.2,113.891566364191,741.983132728382,286.416867271618,0,0,"Subject205","num2","negative",518.333333333333,85.8511749623978,690.035683258129,346.630983408538,0,0,"Subject205","num1","positive",532.5,80.2059848141023,692.911969628204,372.088030371796,0,0,"Subject205","num2","positive",470,66.2721661031236,602.544332206247,337.455667793753,0,0,"Subject205","num1","suicide",540.4,99.8968356744986,740.193671348997,340.606328651003,0,0,"Subject205","num2","suicide",507.8,170.870191145859,849.540382291717,166.059617708283,0,0,"Subject205","num1","neutral",643.5,261.210294938423,1165.92058987685,121.079410123153,2,0,"Subject205","num2","neutral",490.2,69.6735243833696,629.547048766739,350.852951233261,0,0
"761","Subject206","num1","negative",532.5,46.638844520226,625.777689040452,439.222310959548,0,0,"Subject206","num2","negative",448,46.0592503787735,540.118500757547,355.881499242453,0,0,"Subject206","num1","positive",528.5,144.074160196628,816.648320393256,240.351679606744,0,0,"Subject206","num2","positive",674.833333333333,114.341460970943,903.516255275219,446.150411391447,0,0,"Subject206","num1","suicide",878.166666666667,410.422140403431,1699.01094747353,57.3223858598053,0,0,"Subject206","num2","suicide",502.666666666667,102.732957740253,708.132582147173,297.200751186161,2,0,"Subject206","num1","neutral",520.8,84.8093286273522,690.418657254704,351.181342745296,0,0,"Subject206","num2","neutral",677,143.547127375569,964.094254751138,389.905745248862,0,0
"769","Subject207","num1","negative",935.166666666667,210.926455659241,1357.01957798515,513.313755348185,0,0,"Subject207","num2","negative",638.333333333333,111.343312925983,861.019959185299,415.646707481368,0,0,"Subject207","num1","positive",650.333333333333,148.2671626327,946.867658598733,353.799008067933,0,0,"Subject207","num2","positive",835.833333333333,292.938353221081,1421.7100397755,249.956626891171,0,0,"Subject207","num1","suicide",975.333333333333,245.549970227626,1466.43327378858,484.233392878082,0,0,"Subject207","num2","suicide",790.166666666667,187.538521295485,1165.24370925764,415.089624075697,0,0,"Subject207","num1","neutral",729.166666666667,190.463947117335,1110.09456090134,348.238772431996,0,0,"Subject207","num2","neutral",737,101.422608202242,939.845216404484,534.154783595516,0,0
"777","Subject208","num1","negative",435,110.256267143616,655.512534287232,214.487465712768,0,0,"Subject208","num2","negative",511.5,31.5349733701258,574.569946740252,448.430053259748,0,0,"Subject208","num1","positive",422.4,85.7868158738729,593.973631747746,250.826368252254,0,0,"Subject208","num2","positive",520.6,62.5765309219217,645.753061843843,395.446938156157,0,0,"Subject208","num1","suicide",430.2,36.9948945426558,504.189789085312,356.210210914688,0,0,"Subject208","num2","suicide",588.8,66.0350075507092,720.870015101418,456.729984898582,0,0,"Subject208","num1","neutral",488.333333333333,49.3509387095641,587.035210752461,389.631455914205,0,0,"Subject208","num2","neutral",635.2,134.283944601645,903.767889203291,366.632110796709,0,0
"785","Subject209","num1","negative",532.666666666667,71.1941434431658,675.054953552998,390.278379780335,0,0,"Subject209","num2","negative",576,104.703911535859,785.407823071719,366.592176928281,0,0,"Subject209","num1","positive",503.666666666667,80.5022115261814,664.67108971903,342.662243614304,0,0,"Subject209","num2","positive",578.333333333333,103.95395250987,786.241238353073,370.425428313594,0,0,"Subject209","num1","suicide",479.2,69.1613250949466,617.522650189893,340.877349810107,0,0,"Subject209","num2","suicide",555,171.922815662886,898.845631325771,211.154368674229,2,0,"Subject209","num1","neutral",492.333333333333,79.3190718019012,650.971476937136,333.695189729531,0,0,"Subject209","num2","neutral",520.4,74.205720055053,668.811440110106,371.988559889894,0,0
"793","Subject21","num1","negative",715.5,166.449282474764,1048.39856494953,382.601435050473,0,0,"Subject21","num2","negative",841.166666666667,410.70822054622,1662.58310775911,19.7502255742268,2,0,"Subject21","num1","positive",768.833333333333,219.788672606348,1208.41067854603,329.255988120637,0,0,"Subject21","num2","positive",575,111.954536227069,798.909072454139,351.090927545861,0,0,"Subject21","num1","suicide",752.333333333333,282.582034214148,1317.49740176163,187.169264905037,0,0,"Subject21","num2","suicide",621.333333333333,66.2383208687777,753.809975070889,488.856691595778,0,0,"Subject21","num1","neutral",749.166666666667,170.011140454936,1089.18894757654,409.144385756795,0,0,"Subject21","num2","neutral",655.2,324.161413839189,1303.52282767838,6.87717232162117,0,0
"801","Subject210","num1","negative",457,34.5501705598436,526.100341119687,387.899658880313,0,0,"Subject210","num2","negative",500.8,124.968262637626,750.736525275252,250.863474724748,0,0,"Subject210","num1","positive",368,68.431784215444,504.863568430888,231.136431569112,0,0,"Subject210","num2","positive",472.833333333333,102.831577510672,678.496488354677,267.170178311989,0,0,"Subject210","num1","suicide",520.6,157.544491070512,835.688982141024,205.511017858976,0,0,"Subject210","num2","suicide",515.5,185.329926936212,886.159853872425,144.840146127575,0,0,"Subject210","num1","neutral",410.166666666667,71.4560683005278,553.078803267722,267.254530065611,0,0,"Subject210","num2","neutral",643.333333333333,377.82856461949,1398.99046257231,-112.323795905647,2,0
"809","Subject211","num1","negative",426.833333333333,39.9017733334186,506.63688000017,347.029786666496,0,0,"Subject211","num2","negative",435.333333333333,80.9346912172045,597.202715767742,273.463950898924,0,0,"Subject211","num1","positive",520.666666666667,171.800800788341,864.268268243348,177.065065089985,0,0,"Subject211","num2","positive",426.6,49.9404089334924,526.480817866985,326.719182133015,0,0,"Subject211","num1","suicide",469.166666666667,82.9598296365978,635.086325939862,303.247007393471,0,0,"Subject211","num2","suicide",461.2,63.5519035469784,588.303807093957,334.096192906043,0,0,"Subject211","num1","neutral",488,169.611320376914,827.222640753827,148.777359246173,2,0,"Subject211","num2","neutral",501,131.746312696375,764.492625392749,237.507374607251,0,0
"817","Subject212","num1","negative",595.666666666667,221.666142628681,1038.99895192403,152.334381409304,0,0,"Subject212","num2","negative",580.333333333333,270.689131774081,1121.7115968815,38.9550697851704,2,0,"Subject212","num1","positive",794.166666666667,278.143466360056,1350.45359938678,237.879733946554,0,0,"Subject212","num2","positive",606.666666666667,337.433450228832,1281.53356712433,-68.2002337909964,2,0,"Subject212","num1","suicide",825.8,456.956793483926,1739.71358696785,-88.1135869678515,0,0,"Subject212","num2","suicide",477,71.6049769727826,620.209953945565,333.790046054435,0,0,"Subject212","num1","neutral",621,195.007692155976,1011.01538431195,230.984615688047,0,0,"Subject212","num2","neutral",586.5,155.870284065134,898.240568130267,274.759431869733,0,0
"825","Subject213","num1","negative",494.166666666667,97.1772825429084,688.521231752483,299.81210158085,0,0,"Subject213","num2","negative",448,61.3455192110453,570.691038422091,325.308961577909,0,0,"Subject213","num1","positive",439,86.0103352962757,611.020670592551,266.979329407449,0,0,"Subject213","num2","positive",513.5,83.7653649406267,681.030729881253,345.969270118747,0,0,"Subject213","num1","suicide",527.5,100.785550912456,729.071101824912,325.928898175088,0,0,"Subject213","num2","suicide",492.833333333333,78.7733611333325,650.380055599998,335.286611066668,0,0,"Subject213","num1","neutral",432.5,57.3117471696367,547.123494339273,317.876505660727,0,0,"Subject213","num2","neutral",482.833333333333,50.3132610990805,583.459855531494,382.206811135172,0,0
