"","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"1860","Subject36","num1","negative",489.5,26.3938698116885,542.287739623377,436.712260376623,0,0,"Subject37","num2","negative",956.8,286.441306766713,1529.68261353343,383.917386466574,0,0,"Subject36","num1","positive",514.333333333333,46.8408006556315,608.014934644596,420.65173202207,0,0,"Subject37","num2","positive",661.333333333333,138.174680836405,937.682695006144,384.983971660523,0,0,"Subject37","num1","suicide",876,170.081263999408,1216.16252799882,535.837472001184,0,0,"Subject37","num2","suicide",962,233.664872685803,1429.32974537161,494.670254628393,0,0,"Subject36","num1","neutral",529.333333333333,110.288327358407,749.909988050147,308.756678616519,0,0,"Subject37","num2","neutral",787.333333333333,241.308302736762,1269.94993880686,304.716727859809,0,0
"1868","Subject37","num1","negative",884.166666666667,350.583625955176,1585.33391857702,182.999414756315,0,0,"Subject38","num2","negative",444.666666666667,61.9491482564286,568.564963179524,320.768370153809,0,0,"Subject37","num1","positive",893.4,148.68699412599,1190.77398825198,596.02601174802,0,0,"Subject38","num2","positive",501,235.420706589096,971.841413178191,30.1585868218086,2,0,"Subject38","num1","suicide",425.666666666667,39.6469265880571,504.960519842781,346.372813490553,0,0,"Subject38","num2","suicide",399.333333333333,29.0370713941939,457.407476121721,341.259190544945,0,0,"Subject37","num1","neutral",815.8,300.968363047606,1417.73672609521,213.863273904788,0,0,"Subject38","num2","neutral",536.166666666667,136.711263972541,809.589194611748,262.744138721585,0,0
"1876","Subject38","num1","negative",450.2,70.0203145126073,590.240629025215,310.159370974785,0,0,"Subject39","num2","negative",709,183.127156794277,1075.25431358855,342.745686411447,0,0,"Subject38","num1","positive",431.833333333333,17.6369103320453,467.107153997424,396.559512669243,0,0,"Subject39","num2","positive",526.4,128.489688302214,783.379376604427,269.420623395573,0,0,"Subject39","num1","suicide",411.166666666667,163.764150441105,738.694967548877,83.6383657844561,0,0,"Subject39","num2","suicide",528,120.946269061927,769.892538123854,286.107461876146,0,0,"Subject38","num1","neutral",408.6,41.7537756110484,492.107551222097,325.092448777903,0,0,"Subject39","num2","neutral",480.333333333333,91.8925591342543,664.118451601842,296.548215064825,0,0
"1884","Subject39","num1","negative",328.2,33.5552612201955,395.310522440391,261.089477559609,0,0,"Subject4","num2","negative",882.666666666667,331.908348064871,1546.48336279641,218.849970536925,0,0,"Subject39","num1","positive",331.4,92.0256003029109,515.451200605822,147.348799394178,0,0,"Subject4","num2","positive",716.4,274.072658655004,1264.54531731001,168.254682689992,0,0,"Subject4","num1","suicide",849,119.596290608333,1088.19258121667,609.807418783335,0,0,"Subject4","num2","suicide",655.5,177.599907862384,1010.69981572477,300.300184275232,0,0,"Subject39","num1","neutral",368.666666666667,86.2167810425171,541.100228751701,196.233104581633,0,0,"Subject4","num2","neutral",824.333333333333,183.946303100232,1192.2259395338,456.440727132869,0,0
"1892","Subject4","num1","negative",647.5,110.039249196077,867.578498392154,427.421501607846,0,0,"Subject40","num2","negative",447,68.306794550895,583.61358910179,310.38641089821,0,0,"Subject4","num1","positive",887.666666666667,336.274599190314,1560.21586504729,215.117468286039,0,0,"Subject40","num2","positive",466.333333333333,42.1066467077313,550.546626748796,382.120039917871,0,0,"Subject40","num1","suicide",499.833333333333,31.0507892838735,561.93491190108,437.731754765586,0,0,"Subject40","num2","suicide",405.5,65.1062069377274,535.712413875455,275.287586124545,0,0,"Subject4","num1","neutral",667.833333333333,276.76403908986,1221.36141151305,114.305255153614,0,0,"Subject40","num2","neutral",483.8,45.8567818805948,575.51356376119,392.086436238811,0,0
"1900","Subject40","num1","negative",664.5,137.179046902546,938.858093805092,390.141906194908,0,0,"Subject41","num2","negative",491.666666666667,40.5761536179101,572.818973902487,410.514359430846,0,0,"Subject40","num1","positive",680.333333333333,126.497814090588,933.328961514509,427.337705152157,2,0,"Subject41","num2","positive",538,54.8419215895684,647.683843179137,428.316156820863,0,0,"Subject41","num1","suicide",436.8,39.7234887132985,516.246977426597,357.353022573403,0,0,"Subject41","num2","suicide",584.333333333333,199.643925451532,983.621184236398,185.045482430269,2,0,"Subject40","num1","neutral",543.5,46.3259204883282,636.151840976656,450.848159023344,0,0,"Subject41","num2","neutral",544.5,108.221574054849,760.943148109697,328.056851890303,0,0
"1908","Subject41","num1","negative",462,35.8278713243805,533.655742648761,390.344257351239,0,0,"Subject42","num2","negative",449.6,67.8416456823454,585.283291364691,313.916708635309,0,0,"Subject41","num1","positive",471.2,50.1083270968453,571.416654193691,370.983345806309,0,0,"Subject42","num2","positive",439.833333333333,84.5639438889921,608.961221111318,270.705445555349,0,0,"Subject42","num1","suicide",390.2,89.8452991412338,569.890598282468,210.509401717532,0,0,"Subject42","num2","suicide",414.333333333333,119.291341858595,652.916017050524,175.750649616143,0,0,"Subject41","num1","neutral",503.2,91.8147894162784,686.829578832557,319.570421167443,0,0,"Subject42","num2","neutral",464.333333333333,165.779334896687,795.892003126707,132.774663539959,2,0
"1916","Subject42","num1","negative",449.333333333333,165.910892476728,781.155118286788,117.511548379878,0,0,"Subject43","num2","negative",538.166666666667,76.4042280283366,690.97512272334,385.358210609993,0,0,"Subject42","num1","positive",419.166666666667,126.728653094521,672.623972855709,165.709360477624,0,0,"Subject43","num2","positive",517.666666666667,55.0955093588865,627.85768538444,407.475647948894,0,0,"Subject43","num1","suicide",501.666666666667,40.5402904715192,582.747247609705,420.586085723628,0,0,"Subject43","num2","suicide",510.166666666667,31.3479978578692,572.862662382405,447.470670950928,0,0,"Subject42","num1","neutral",406.833333333333,76.5658757759182,559.96508488517,253.701581781497,0,0,"Subject43","num2","neutral",531.333333333333,118.267288440851,767.867910215036,294.798756451631,0,0
"1924","Subject43","num1","negative",533.666666666667,78.3852181488476,690.437102964362,376.896230368971,0,0,"Subject44","num2","negative",671.333333333333,296.328850905186,1263.99103514371,78.6756315229617,2,0,"Subject43","num1","positive",597.166666666667,124.34324438522,845.853155437106,348.480177896228,2,0,"Subject44","num2","positive",522.5,111.596269080679,745.692538161358,299.307461838642,0,0,"Subject44","num1","suicide",597.666666666667,235.963530823701,1069.59372831407,125.739605019264,0,0,"Subject44","num2","suicide",611.5,193.840374816731,999.180749633463,223.819250366537,0,0,"Subject43","num1","neutral",543.333333333333,50.9854405837113,645.304214500756,441.362452165911,0,0,"Subject44","num2","neutral",510.2,141.330817587673,792.861635175345,227.538364824655,0,0
"1932","Subject44","num1","negative",598.666666666667,167.231648447368,933.129963561404,264.20336977193,0,0,"Subject45","num2","negative",589.833333333333,148.099986700222,886.033306733778,293.633359932889,0,0,"Subject44","num1","positive",576.333333333333,172.96943152599,922.272196385314,230.394470281353,0,0,"Subject45","num2","positive",532,140.218197310987,812.436394621974,251.563605378026,0,0,"Subject45","num1","suicide",568.5,174.432847198623,917.365694397246,219.634305602754,0,0,"Subject45","num2","suicide",598.166666666667,186.056117308405,970.278901283476,226.054432049858,0,0,"Subject44","num1","neutral",578,213.452996742097,1004.90599348419,151.094006515805,0,0,"Subject45","num2","neutral",662,179.087586494329,1020.17517298866,303.824827011343,0,0
"1940","Subject45","num1","negative",559,79.715402868865,718.43080573773,399.56919426227,0,0,"Subject46","num2","negative",404.166666666667,84.214912664869,572.596491996405,235.736841336929,2,0,"Subject45","num1","positive",525.666666666667,125.918684679896,777.504036026459,273.829297306874,0,0,"Subject46","num2","positive",413.833333333333,46.332461295478,506.498255924289,321.168410742377,0,0,"Subject46","num1","suicide",397.833333333333,52.7857303949972,503.404794123328,292.261872543339,0,0,"Subject46","num2","suicide",401.833333333333,59.9011812500514,521.635695833436,282.03097083323,0,0,"Subject45","num1","neutral",564.666666666667,210.13473311332,984.936132893306,144.397200440027,2,0,"Subject46","num2","neutral",398.333333333333,18.5537711595897,435.440875652513,361.225791014154,0,0
"1948","Subject46","num1","negative",421,15.1143787316728,451.228757463346,390.771242536654,0,0,"Subject47","num2","negative",434.666666666667,48.8994019917577,532.465470650182,336.867862683151,0,0,"Subject46","num1","positive",423.833333333333,38.3828402315726,500.599013796478,347.067652870188,0,0,"Subject47","num2","positive",475,85.0433044769759,645.086608953952,304.913391046048,0,0,"Subject47","num1","suicide",459,59.6261077655814,578.252215531163,339.747784468837,0,0,"Subject47","num2","suicide",391.166666666667,38.3875769045932,467.941820475853,314.39151285748,0,0,"Subject46","num1","neutral",440.166666666667,47.0489751281158,534.264616922898,346.068716410435,0,0,"Subject47","num2","neutral",407.333333333333,42.6685605640272,492.670454461388,321.996212205279,0,0
"1956","Subject47","num1","negative",450.666666666667,30.7876401804164,512.241947027499,389.091386305834,0,0,"Subject49","num2","negative",699.2,309.564138032098,1318.3282760642,80.0717239358049,0,0,"Subject47","num1","positive",467.166666666667,60.1072274179968,587.38112150266,346.952211830673,0,0,"Subject49","num2","positive",633.333333333333,97.74487508847,828.823083510273,437.843583156393,0,0,"Subject49","num1","suicide",597.333333333333,100.962039070798,799.257411474929,395.409255191737,0,0,"Subject49","num2","suicide",665,69.9298349646402,804.85966992928,525.14033007072,0,0,"Subject47","num1","neutral",467.833333333333,37.8293616924818,543.492056718297,392.17460994837,0,0,"Subject49","num2","neutral",998.666666666667,495.297400711446,1989.26146808956,8.0718652437738,0,0
"1964","Subject49","num1","negative",630.166666666667,199.670106713928,1029.50688009452,230.82645323881,0,0,"Subject5","num2","negative",637.166666666667,159.099073383584,955.364813433835,318.968519899498,0,0,"Subject49","num1","positive",639.333333333333,154.177780107212,947.688893547758,330.977773118909,2,0,"Subject5","num2","positive",576.666666666667,176.979368768501,930.625404203668,222.707929129665,0,0,"Subject5","num1","suicide",692.166666666667,140.436225146268,973.039116959203,411.29421637413,0,0,"Subject5","num2","suicide",611.5,203.788437534437,1019.07687506887,203.923124931125,0,0,"Subject49","num1","neutral",624.333333333333,157.072845482212,938.479024297757,310.18764236891,0,0,"Subject5","num2","neutral",683.666666666667,361.646068398204,1406.95880346308,-39.6254701297423,0,0
"1972","Subject5","num1","negative",555.166666666667,181.9634495433,919.093565753266,191.239767580067,0,0,"Subject50","num2","negative",422.333333333333,38.7188780203083,499.77108937395,344.895577292717,0,0,"Subject5","num1","positive",767.666666666667,353.857529968138,1475.38172660294,59.9516067303911,2,0,"Subject50","num2","positive",575,305.318313776414,1185.63662755283,-35.6366275528278,2,0,"Subject50","num1","suicide",414.5,44.92316673044,504.34633346088,324.65366653912,0,0,"Subject50","num2","suicide",459.666666666667,90.4969445323817,640.66055573143,278.672777601903,0,0,"Subject5","num1","neutral",745,215.336523102372,1175.67304620474,314.326953795257,0,0,"Subject50","num2","neutral",514.833333333333,259.368755857662,1033.57084504866,-3.90417838199085,2,0
"1980","Subject50","num1","negative",400.833333333333,25.2940285203421,451.421390374018,350.245276292649,0,0,"Subject52","num2","negative",589.166666666667,103.230398388823,795.627463444313,382.70586988902,0,0,"Subject50","num1","positive",403.5,34.3392169127634,472.178433825527,334.821566174473,0,0,"Subject52","num2","positive",619.4,108.428368571657,836.256737143314,402.543262856686,0,0,"Subject52","num1","suicide",690.333333333333,191.070350363103,1072.47403405954,308.192632607128,0,0,"Subject52","num2","suicide",567.333333333333,112.231362764063,791.79605886146,342.870607805207,0,0,"Subject50","num1","neutral",419.666666666667,47.8127661410695,515.292198948806,324.041134384528,0,0,"Subject52","num2","neutral",601.166666666667,106.815757548248,814.798181763162,387.535151570171,0,0
"1988","Subject52","num1","negative",491.666666666667,115.388146022129,722.442958710925,260.890374622408,0,0,"Subject53","num2","negative",576.833333333333,349.791842862771,1276.41701905887,-122.750352392208,0,0,"Subject52","num1","positive",632.4,142.602166104789,917.604332209577,347.195667790422,0,0,"Subject53","num2","positive",670.8,117.254518984226,905.309037968452,436.290962031548,0,0,"Subject53","num1","suicide",622.5,162.628131302395,947.75626260479,297.24373739521,2,0,"Subject53","num2","suicide",630.833333333333,200.499754401724,1031.83284213678,229.833824529886,0,0,"Subject52","num1","neutral",449,65.9503945814924,580.900789162985,317.099210837015,0,0,"Subject53","num2","neutral",646.833333333333,107.658410416155,862.150154165644,431.516512501023,0,0
"1996","Subject53","num1","negative",632.5,174.181462326454,980.862924652907,284.137075347093,2,0,"Subject54","num2","negative",909.333333333333,212.20887366132,1333.75108065597,484.915586010693,0,0,"Subject53","num1","positive",540,64.6360439833548,669.27208796671,410.72791203329,0,0,"Subject54","num2","positive",935.333333333333,148.12607242931,1231.58547819195,639.081188474712,0,0,"Subject54","num1","suicide",997.666666666667,140.507737304478,1278.68214127562,716.65119205771,0,0,"Subject54","num2","suicide",933.5,180.505099399133,1294.51019879827,572.489801201734,0,0,"Subject53","num1","neutral",612.666666666667,99.3811152111208,811.428897088908,413.904436244425,0,0,"Subject54","num2","neutral",690.833333333333,159.163057233388,1009.15944780011,372.507218866557,0,0
"2004","Subject54","num1","negative",1061.66666666667,93.3393937426338,1248.34545415193,874.987879181399,0,0,"Subject55","num2","negative",351.666666666667,43.3533753185972,438.373417303861,264.959916029472,0,0,"Subject54","num1","positive",1182,202.172743419627,1586.34548683925,777.654513160747,0,0,"Subject55","num2","positive",363.166666666667,34.6379543100899,432.442575286847,293.890758046487,0,0,"Subject55","num1","suicide",367.833333333333,45.3247540901584,458.48284151365,277.183825153016,0,0,"Subject55","num2","suicide",411,46.5149047471492,504.029809494298,317.970190505702,2,0,"Subject54","num1","neutral",875,225.520811375882,1326.04162275176,423.958377248235,0,0,"Subject55","num2","neutral",379.166666666667,29.7774574081967,438.72158148306,319.611751850273,0,0
"2012","Subject55","num1","negative",380.666666666667,84.1981789193408,549.063024505348,212.270308827985,0,0,"Subject56","num2","negative",443.333333333333,47.1194484713311,537.572230275995,349.094436390671,0,0,"Subject55","num1","positive",358.166666666667,37.8773939137445,433.921454494156,282.411878839178,0,0,"Subject56","num2","positive",495.833333333333,195.197258425854,886.227850185042,105.438816481625,0,0,"Subject56","num1","suicide",393.5,28.9623580155032,451.424716031006,335.575283968994,0,0,"Subject56","num2","suicide",479.666666666667,108.280220080152,696.22710682697,263.106226506364,0,0,"Subject55","num1","neutral",313.166666666667,15.7758926174967,344.71845190166,281.614881431673,0,0,"Subject56","num2","neutral",408.666666666667,66.0486505723186,540.763967811304,276.569365522029,0,0
"2020","Subject56","num1","negative",371.2,52.9796606675094,477.159321335019,265.240678664981,0,0,"Subject57","num2","negative",600.333333333333,167.813388420988,935.960110175309,264.706556491358,0,0,"Subject56","num1","positive",507.5,115.536298900546,738.572597801092,276.427402198908,0,0,"Subject57","num2","positive",710,368.927191634437,1447.85438326887,-27.8543832688744,0,0,"Subject57","num1","suicide",743,169.359220163962,1081.71844032792,404.281559672075,0,0,"Subject57","num2","suicide",578.333333333333,307.758267988289,1193.84986930991,-37.1832026432446,2,0,"Subject56","num1","neutral",434,79.1408410826719,592.281682165344,275.718317834656,0,0,"Subject57","num2","neutral",502.833333333333,98.5889845712384,700.01130247581,305.655364190857,0,0
"2028","Subject57","num1","negative",708.333333333333,208.115935056022,1124.56520344538,292.101463221289,0,0,"Subject58","num2","negative",559.666666666667,66.5286450039425,692.723956674552,426.609376658782,0,0,"Subject57","num1","positive",622.666666666667,65.2454572899117,753.15758124649,492.175752086843,0,0,"Subject58","num2","positive",548.833333333333,74.9337080762764,698.700749485886,398.965917180781,0,0,"Subject58","num1","suicide",505,71.9258877827263,648.851775565452,361.148224434547,0,0,"Subject58","num2","suicide",604.166666666667,125.220411735274,854.607490137214,353.725843196119,0,0,"Subject57","num1","neutral",715,124.314849548161,963.629699096321,466.370300903679,0,0,"Subject58","num2","neutral",552,63.6753127557726,679.350625511545,424.649374488455,0,0
"2036","Subject58","num1","negative",563.5,139.147730520806,841.795461041612,285.204538958388,0,0,"Subject59","num2","negative",1059.83333333333,352.053930097321,1763.94119352798,355.72547313869,0,0,"Subject58","num1","positive",767.333333333333,491.645351361275,1750.62403605588,-215.957369389217,2,0,"Subject59","num2","positive",1025.8,247.08648958074,1519.97297916148,531.627020838519,0,0,"Subject59","num1","suicide",867.166666666667,165.877738839255,1198.92214434518,535.411188988156,0,0,"Subject59","num2","suicide",866.5,132.887854291436,1132.27570858287,600.724291417129,0,0,"Subject58","num1","neutral",504.833333333333,99.7859831050555,704.405299543444,305.261367123222,0,0,"Subject59","num2","neutral",965.666666666667,182.70758223473,1331.08183113613,600.251502197207,0,0
"2044","Subject59","num1","negative",878.666666666667,87.2356613207042,1053.13798930808,704.195344025258,0,0,"Subject6","num2","negative",483,93.0499098026737,669.099819605347,296.900180394653,0,0,"Subject59","num1","positive",910.666666666667,161.006681585428,1232.68002983752,588.65330349581,0,0,"Subject6","num2","positive",431.2,26.6616661978288,484.523332395658,377.876667604342,0,0,"Subject6","num1","suicide",447.833333333333,63.9784528121963,575.790238957726,319.876427708941,2,0,"Subject6","num2","suicide",520,101.393921280949,722.787842561898,317.212157438102,0,0,"Subject59","num1","neutral",858.833333333333,140.357228225523,1139.54778978438,578.118876882288,0,0,"Subject6","num2","neutral",489.666666666667,60.6679986533762,611.002663973419,368.330669359914,0,0
"2052","Subject6","num1","negative",462.5,63.0980478015258,588.696095603052,336.303904396948,0,0,"Subject60","num2","negative",463.833333333333,78.9439770669778,621.721287467289,305.945379199378,0,0,"Subject6","num1","positive",595.333333333333,104.517361179274,804.368055691881,386.298610974786,0,0,"Subject60","num2","positive",520.666666666667,115.748421024638,752.163508715944,289.16982461739,2,0,"Subject60","num1","suicide",441.4,16.4870319409596,474.374063881919,408.425936118081,0,0,"Subject60","num2","suicide",465.166666666667,24.4013164076089,513.969299481884,416.364033851449,0,0,"Subject6","num1","neutral",444,40.6666666666667,525.333333333333,362.666666666667,0,0,"Subject60","num2","neutral",428.166666666667,47.4223448163288,523.011356299324,333.321977034009,0,0
"2060","Subject60","num1","negative",440.5,25.752316753679,492.004633507358,388.995366492642,0,0,"Subject62","num2","negative",451.5,85.4905630092372,622.481126018474,280.518873981526,0,0,"Subject60","num1","positive",424.333333333333,22.5361662196299,469.405665772593,379.261000894074,0,0,"Subject62","num2","positive",507.833333333333,26.9775439724946,561.788421278323,453.878245388344,0,0,"Subject62","num1","suicide",501.666666666667,97.9214279951332,697.509522656933,305.8238106764,0,0,"Subject62","num2","suicide",480.5,38.8037017915465,558.107403583093,402.892596416907,0,0,"Subject60","num1","neutral",437.833333333333,21.2894909343184,480.41231520197,395.254351464697,0,0,"Subject62","num2","neutral",500.2,141.384267551631,782.968535103262,217.431464896738,0,0
"2068","Subject62","num1","negative",462.333333333333,54.6747961435005,571.682925620334,352.983741046332,0,0,"Subject63","num2","negative",844,224.558826739602,1293.1176534792,394.882346520796,0,0,"Subject62","num1","positive",448.833333333333,57.4754229425434,563.78417921842,333.882487448247,0,2,"Subject63","num2","positive",986.333333333333,473.878260801871,1934.08985493708,38.5768117295914,0,0,"Subject63","num1","suicide",1146,363.732169197462,1873.46433839492,418.535661605077,0,0,"Subject63","num2","suicide",1059.33333333333,280.079642353039,1619.49261803941,499.174048627256,0,0,"Subject62","num1","neutral",651.5,236.878756866346,1125.25751373269,177.742486267308,0,0,"Subject63","num2","neutral",969.6,231.970879398447,1433.54175879689,505.658241203106,0,0
"2076","Subject63","num1","negative",1081,311.614563786156,1704.22912757231,457.770872427688,0,0,"Subject64","num2","negative",421.666666666667,122.826805878946,667.320278424558,176.013054908775,2,0,"Subject63","num1","positive",935.333333333333,207.830933620809,1350.99520057495,519.671466091716,0,0,"Subject64","num2","positive",409.833333333333,25.8275164516569,461.488366236647,358.17830043002,0,0,"Subject64","num1","suicide",410.166666666667,29.8079712747304,469.782609216127,350.550724117206,0,0,"Subject64","num2","suicide",413.833333333333,72.0515387928963,557.936410919126,269.730255747541,2,0,"Subject63","num1","neutral",1207,292.113925471802,1791.2278509436,622.772149056396,0,0,"Subject64","num2","neutral",426,16.6678787438049,459.33575748761,392.66424251239,0,0
"2084","Subject64","num1","negative",426.833333333333,33.8360575108683,494.50544835507,359.161218311597,0,0,"Subject65","num2","negative",480.833333333333,84.8108412166675,650.455015766668,311.211650899998,0,0,"Subject64","num1","positive",439.333333333333,45.6375709124388,530.608475158211,348.058191508456,0,0,"Subject65","num2","positive",496.666666666667,67.7446184824546,632.155903631576,361.177429701757,0,0,"Subject65","num1","suicide",448.333333333333,46.0539867652052,540.441306863744,356.225359802923,0,0,"Subject65","num2","suicide",432.166666666667,54.3169709513825,540.800608569432,323.532724763902,0,0,"Subject64","num1","neutral",422.166666666667,42.8588239208542,507.884314508375,336.449018824958,0,0,"Subject65","num2","neutral",419.666666666667,69.1813602501469,558.029387166961,281.303946166373,0,0
"2092","Subject65","num1","negative",430.2,46.2668587892265,522.733717578453,337.666282421547,0,0,"Subject67","num2","negative",416.833333333333,64.99906759238,546.831468518093,286.835198148573,0,0,"Subject65","num1","positive",485.166666666667,91.6444050103277,668.455476687322,301.877856646011,0,0,"Subject67","num2","positive",370,20.2259958738973,410.451991747795,329.548008252205,0,0,"Subject67","num1","suicide",351.2,33.6874523293829,418.574904658766,283.825095341234,0,0,"Subject67","num2","suicide",369.833333333333,37.6559384024578,445.145210138249,294.521456528418,0,0,"Subject65","num1","neutral",447.166666666667,23.0368611077328,493.240388882132,401.092944451201,0,0,"Subject67","num2","neutral",365.666666666667,43.1220958618102,451.910858390287,279.422474943046,0,0
"2100","Subject67","num1","negative",342.666666666667,24.7141230632988,392.094912793264,293.238420540069,0,0,"Subject68","num2","negative",493.666666666667,182.235279157733,858.137224982133,129.1961083512,2,0,"Subject67","num1","positive",344,33.5526120857643,411.105224171529,276.894775828471,0,0,"Subject68","num2","positive",468.333333333333,154.936546151427,778.206425636188,158.460241030479,2,0,"Subject68","num1","suicide",437.5,26.0401787453717,489.580357490743,385.419642509257,0,0,"Subject68","num2","suicide",445.8,69.254442296345,584.30888459269,307.29111540731,0,0,"Subject67","num1","neutral",402.666666666667,79.0964122084082,560.859491083483,244.47384224985,2,0,"Subject68","num2","neutral",394,34.8451118262206,463.690223652441,324.309776347559,0,0
"2108","Subject68","num1","negative",426.333333333333,69.3283797764252,564.990092886184,287.676573780483,0,0,"Subject69","num2","negative",488,57.2712842531054,602.542568506211,373.457431493789,0,0,"Subject68","num1","positive",422.5,88.6315150188998,599.7630300378,245.2369699622,0,0,"Subject69","num2","positive",410.333333333333,24.4552776729402,459.243888679214,361.422777987453,0,0,"Subject69","num1","suicide",447.333333333333,66.904726471621,581.142786276575,313.523880390091,0,0,"Subject69","num2","suicide",411.833333333333,24.0485619805703,459.930457294474,363.736209372193,0,0,"Subject68","num1","neutral",436.166666666667,91.7811956709427,619.729058008552,252.604275324781,0,0,"Subject69","num2","neutral",462.666666666667,27.0129037627755,516.692474192218,408.640859141116,0,0
"2116","Subject69","num1","negative",557,160.761822695451,878.523645390902,235.476354609098,0,0,"Subject7","num2","negative",537.5,56.5259393392257,650.551878678451,424.448121321549,0,0,"Subject69","num1","positive",446.166666666667,49.2799670405242,544.726600747715,347.606732585618,0,0,"Subject7","num2","positive",501.833333333333,51.5942796923234,605.02189271798,398.644773948686,0,0,"Subject7","num1","suicide",569.833333333333,159.573769394559,888.980872122451,250.685794544215,2,0,"Subject7","num2","suicide",524,67.5250795159574,659.050159031915,388.949840968085,0,0,"Subject69","num1","neutral",435.5,53.2327650298881,541.965530059776,329.034469940224,2,0,"Subject7","num2","neutral",642.5,199.93976365623,1042.37952731246,242.62047268754,0,0
"2124","Subject7","num1","negative",508,69.2006305804165,646.401261160833,369.598738839167,0,0,"Subject70","num2","negative",743.333333333333,372.245601557343,1487.82453644802,-1.15786978135191,0,0,"Subject7","num1","positive",514.666666666667,88.3519134261426,691.370493518952,337.962839814381,0,0,"Subject70","num2","positive",500,88.4885428867615,676.977085773523,323.022914226477,0,0,"Subject70","num1","suicide",604.2,131.347545762293,866.895091524587,341.504908475413,0,0,"Subject70","num2","suicide",627.6,145.421380057328,918.442760114656,336.757239885344,0,0,"Subject7","num1","neutral",481.5,66.2851964825275,614.070392965055,348.929607034945,0,0,"Subject70","num2","neutral",944.8,240.428691207093,1425.65738241419,463.942617585814,0,0
"2132","Subject70","num1","negative",621.333333333333,117.034053578306,855.401440489944,387.265226176722,0,0,"Subject71","num2","negative",458.333333333333,59.3990102968259,577.131353926985,339.535312739682,0,0,"Subject70","num1","positive",545.833333333333,121.497350014747,788.828033362828,302.838633303838,0,0,"Subject71","num2","positive",392.666666666667,30.3115139639689,453.289694594604,332.043638738729,0,0,"Subject71","num1","suicide",395.333333333333,43.0292360089643,481.391805351262,309.274861315405,0,0,"Subject71","num2","suicide",434.333333333333,53.3075695347009,540.948472402735,327.718194263932,0,0,"Subject70","num1","neutral",607.6,282.676572153485,1172.95314430697,42.2468556930299,0,0,"Subject71","num2","neutral",391.666666666667,67.1217798731033,525.910226412873,257.42310692046,0,0
"2140","Subject71","num1","negative",395.333333333333,24.6920426392182,444.71741861177,345.949248054897,0,0,"Subject72","num2","negative",791,187.211110781385,1165.42222156277,416.57777843723,0,0,"Subject71","num1","positive",428,55.1922260665559,538.384452133112,317.615547866888,0,0,"Subject72","num2","positive",821.666666666667,218.611042444767,1258.8887515562,384.444581777132,0,0,"Subject72","num1","suicide",849.666666666667,183.714864709287,1217.09639608524,482.236937248093,2,0,"Subject72","num2","suicide",675.8,47.3633707509177,770.526741501835,581.073258498164,0,0,"Subject71","num1","neutral",383,32.6121994896934,448.224398979387,317.775601020613,0,0,"Subject72","num2","neutral",727.833333333333,130.707747098308,989.248827529949,466.417839136718,0,0
"2148","Subject72","num1","negative",757,110.642750245184,978.285500490368,535.714499509632,0,0,"Subject73","num2","negative",471.833333333333,119.196425612465,710.226184558263,233.440482108404,0,0,"Subject72","num1","positive",858.5,201.23324323237,1260.96648646474,456.03351353526,0,0,"Subject73","num2","positive",510.333333333333,99.479859389941,709.293052113215,311.373614553451,0,0,"Subject73","num1","suicide",558.666666666667,179.74999473174,918.166656130147,199.166677203186,2,0,"Subject73","num2","suicide",503.833333333333,63.9528709048288,631.739075142991,375.927591523676,0,0,"Subject72","num1","neutral",820.666666666667,216.410944662457,1253.48855599158,387.844777341753,0,0,"Subject73","num2","neutral",484.166666666667,47.6556461089408,579.477958884548,388.855374448785,0,0
"2156","Subject73","num1","negative",545.833333333333,45.7281161437972,637.289565620928,454.377101045739,0,0,"Subject74","num2","negative",437,72.9109045342327,582.821809068465,291.178190931535,0,0,"Subject73","num1","positive",520.5,134.224709823761,788.949419647521,252.050580352479,0,0,"Subject74","num2","positive",428.666666666667,93.6738377498642,616.014342166395,241.318991166938,0,0,"Subject74","num1","suicide",412.666666666667,20.9646166555735,454.595899977814,370.73743335552,0,0,"Subject74","num2","suicide",437.6,86.4859654638961,610.571930927792,264.628069072208,0,0,"Subject73","num1","neutral",628.5,280.652324545384,1189.80464909077,67.195350909233,0,0,"Subject74","num2","neutral",398.166666666667,55.8355268678111,509.837720402289,286.495612931044,0,0
